선수명,ID,팀명,경기,도루시도,도루허용,도루실패,도루성공률,주루사,견제사
박석민,74465,삼성,117,6,4,2,66.7,0,0
박한이,71432,삼성,112,8,4,4,50.0,0,0
이지영,79456,삼성,113,4,4,0,100,0,0
채태인,77463,삼성,94,4,4,0,100,0,0
박정권,74846,SK,110,8,4,4,50.0,0,0
강민호,74540,롯데,105,5,4,1,80.0,0,0
김대우,78536,롯데,69,7,4,3,57.1,0,0
박종윤,71562,롯데,115,6,4,2,66.7,0,0
백민기,63559,롯데,30,6,4,2,66.7,0,0
서동욱,73606,넥센,104,6,4,2,66.7,0,0
유한준,74339,넥센,97,7,4,3,57.1,0,0
양영동,76459,LG,48,8,4,4,50.0,0,0
고동진,74745,한화,93,12,4,8,33.3,0,0
정현석,78745,한화,121,9,4,5,44.4,0,0
조정원,63792,한화,43,5,4,1,80.0,0,0
권희동,63963,NC,121,5,4,1,80.0,0,0
조영훈,75441,NC,120,9,4,5,44.4,0,0
차화준,75307,NC,58,6,4,2,66.7,0,0
강봉규,70224,삼성,32,3,3,0,100,0,0
신명철,71504,삼성,37,5,3,2,60.0,0,0
우동균,78454,삼성,82,4,3,1,75.0,0,0
이승엽,95436,삼성,111,4,3,1,75.0,0,0
박진만,96307,SK,100,7,3,4,42.9,0,0
손시헌,73213,두산,93,4,3,1,75.0,0,0
조성환,99543,롯데,74,4,3,1,75.0,0,0
윤완주,62668,KIA,47,5,3,2,60.0,0,0
정수성,97350,넥센,37,5,3,2,60.0,0,0
최형우,72443,삼성,128,3,2,1,66.7,0,0
김성현,76802,SK,97,8,2,6,25.0,0,0
이재원,76812,SK,69,3,2,1,66.7,0,0
한동민,62895,SK,99,5,2,3,40.0,0,0
김현수,76290,두산,122,6,2,4,33.3,0,0
박건우,79215,두산,34,5,2,3,40.0,0,0
윤석민,74215,두산,21,2,2,0,100,0,0
임재철,99507,두산,70,2,2,0,100,0,0
문규현,72546,롯데,79,2,2,0,100,0,0
박준서,71815,롯데,79,2,2,0,100,0,0
임종혁,63554,롯데,11,2,2,0,100,0,0
조홍석,63593,롯데,30,5,2,3,40.0,0,0
고영우,63636,KIA,29,3,2,1,66.7,0,0
박기남,74103,KIA,91,2,2,0,100,0,0
문우람,61363,넥센,69,4,2,2,50.0,0,0
윤요섭,78892,LG,89,5,2,3,40.0,0,0
이병규,97109,LG,98,4,2,2,50.0,0,0
김경언,71610,한화,70,7,2,5,28.6,0,0
정범모,76720,한화,88,3,2,1,66.7,0,0
마낙길,62967,NC,24,4,2,2,50.0,0,0
이현곤,72606,NC,91,2,2,0,100,0,0
이호준,94629,NC,126,5,2,3,40.0,0,0
지석훈,73306,NC,105,3,2,1,66.7,0,0
최재원,63913,NC,52,3,2,1,66.7,0,0
김태완,74158,삼성,83,2,1,1,50.0,0,0
모상기,76469,삼성,5,2,1,1,50.0,0,0
이정식,74402,삼성,11,1,1,0,100,0,0
박승욱,62802,SK,15,1,1,0,100,0,0
안치용,72161,SK,17,1,1,0,100,0,0
정상호,71842,SK,82,1,1,0,100,0,0
고영민,72214,두산,10,1,1,0,100,0,0
김동주,98218,두산,28,1,1,0,100,0,0
최주환,76267,두산,47,1,1,0,100,0,0
박기혁,70553,롯데,31,4,1,3,25.0,0,0
용덕한,74223,롯데,56,1,1,0,100,0,0
황성용,76562,롯데,34,1,1,0,100,0,0
김원섭,71207,KIA,42,1,1,0,100,0,0
김주형,74605,KIA,81,1,1,0,100,0,0
유재혁,61604,KIA,22,1,1,0,100,0,0
이종환,60667,KIA,42,1,1,0,100,0,0
최훈락,75608,KIA,16,1,1,0,100,0,0
최희섭,77623,KIA,78,2,1,1,50.0,0,0
홍재호,60605,KIA,85,3,1,2,33.3,0,0
김민우,72303,넥센,33,2,1,1,50.0,0,0
김지수,79300,넥센,37,1,1,0,100,0,0
박동원,79365,넥센,69,1,1,0,100,0,0
이성열,73136,넥센,92,3,1,2,33.3,0,0
권용관,95158,LG,68,1,1,0,100,0,0
이병규,76100,LG,73,2,1,1,50.0,0,0
현재윤,72427,LG,53,3,1,2,33.3,0,0
김태완,76746,한화,93,3,1,2,33.3,0,0
박노민,74756,한화,27,1,1,0,100,0,0
송광민,76753,한화,67,2,1,1,50.0,0,0
엄태용,62748,한화,39,1,1,0,100,0,0
임익준,77464,한화,36,4,1,3,25.0,0,0
노진혁,62931,NC,117,4,1,3,25.0,0,0
박으뜸,63967,NC,40,1,1,0,100,0,0
조평호,74358,NC,26,1,1,0,100,0,0
김건한,71851,삼성,2,0,0,0,-,0,0
김동명,77462,삼성,4,0,0,0,-,0,0
김헌곤,61404,삼성,7,0,0,0,-,0,0
박찬도,62409,삼성,3,0,0,0,-,0,0
박해민,62415,삼성,1,0,0,0,-,0,0
배영수,70425,삼성,1,0,0,0,-,0,0
백상원,60456,삼성,5,0,0,0,-,0,0
성의준,62406,삼성,16,1,0,1,0.0,0,0
신용운,72649,삼성,1,0,0,0,-,0,0
심창민,61411,삼성,1,0,0,0,-,0,0
오승환,75421,삼성,4,0,0,0,-,0,0
이동걸,77452,삼성,1,0,0,0,-,0,0
이상훈,60724,삼성,15,0,0,0,-,0,0
이우선,79442,삼성,1,0,0,0,-,0,0
정병곤,61104,삼성,54,0,0,0,-,0,0
정현,63450,삼성,8,0,0,0,-,0,0
조현근,75268,삼성,2,0,0,0,-,0,0
진갑용,97202,삼성,101,0,0,0,-,0,0
김경근,61962,SK,5,0,0,0,-,0,0
김도현,61360,SK,2,0,0,0,-,0,0
김정훈,60860,SK,4,0,0,0,-,0,0
나주환,73209,SK,15,0,0,0,-,0,0
문승원,62869,SK,3,0,0,0,-,0,0
박경완,92809,SK,8,0,0,0,-,0,0
박인성,62883,SK,2,0,0,0,-,0,0
박정배,75250,SK,1,0,0,0,-,0,0
박희수,76858,SK,2,0,0,0,-,0,0
백인식,78819,SK,1,0,0,0,-,0,0
윤길현,72862,SK,1,0,0,0,-,0,0
이재영,72216,SK,1,0,0,0,-,0,0
임훈,74823,SK,40,0,0,0,-,0,0
전유수,75340,SK,2,0,0,0,-,0,0
정규창,62894,SK,2,0,0,0,-,0,0
정진기,61869,SK,4,0,0,0,-,0,0
조인성,98144,SK,88,1,0,1,0.0,0,0
진해수,76650,SK,1,0,0,0,-,0,0
최윤석,60805,SK,45,2,0,2,0.0,0,0
홍명찬,76854,SK,5,0,0,0,-,0,0
김상현,71255,두산,1,0,0,0,-,0,0
박세혁,62244,두산,18,0,0,0,-,0,0
오재일,75334,두산,55,1,0,1,0.0,0,0
오현근,78850,두산,6,0,0,0,-,0,0
원용묵,76262,두산,1,0,0,0,-,0,0
유희관,79229,두산,1,0,0,0,-,0,0
정재훈,73241,두산,2,0,0,0,-,0,0
최재훈,78288,두산,60,0,0,0,-,0,0
최준석,71552,두산,100,0,0,0,-,0,0
홍상삼,78247,두산,1,0,0,0,-,0,0
강영식,70615,롯데,1,0,0,0,-,0,0
고도현,63563,롯데,4,0,0,0,-,0,0
김사율,99563,롯데,1,0,0,0,-,0,0
김사훈,61591,롯데,17,0,0,0,-,0,0
김상호,62559,롯데,25,0,0,0,-,0,0
김성배,73226,롯데,3,0,0,0,-,0,0
김준태,62558,롯데,4,0,0,0,-,0,0
손용석,76536,롯데,3,0,0,0,-,0,0
송승준,77591,롯데,1,0,0,0,-,0,0
양종민,79530,롯데,1,0,0,0,-,0,0
이인구,73563,롯데,2,0,0,0,-,0,0
장성호,96610,롯데,83,1,0,1,0.0,0,0
정대현,71801,롯데,2,0,0,0,-,0,0
정보명,73513,롯데,12,0,0,0,-,0,0
황진수,78566,롯데,2,0,0,0,-,0,0
김광연,63601,KIA,4,0,0,0,-,0,0
김상훈,70612,KIA,49,0,0,0,-,0,0
박지훈,62637,KIA,1,0,0,0,-,0,0
백용환,78643,KIA,26,0,0,0,-,0,0
서용주,63603,KIA,4,0,0,0,-,0,0
송은범,73801,KIA,2,0,0,0,-,0,0
신승현,70839,KIA,2,0,0,0,-,0,0
신창호,76140,KIA,1,0,0,0,-,0,0
심동섭,60636,KIA,1,0,0,0,-,0,0
앤서니,62644,KIA,2,0,0,0,-,0,0
이동훈,63606,KIA,13,0,0,0,-,0,0
이범호,70756,KIA,122,2,0,2,0.0,0,0
이성우,71184,KIA,15,0,0,0,-,0,0
이준호,60693,KIA,55,0,0,0,-,0,0
이홍구,63634,KIA,51,0,0,0,-,0,0
차일목,73602,KIA,98,2,0,2,0.0,0,0
최향남,90687,KIA,1,0,0,0,-,0,0
한승혁,61666,KIA,1,0,0,0,-,0,0
황정립,62646,KIA,21,0,0,0,-,0,0
박종윤,62338,넥센,1,0,0,0,-,0,0
박헌도,79356,넥센,9,0,0,0,-,0,0
손승락,75321,넥센,2,0,0,0,-,0,0
송지만,96761,넥센,34,0,0,0,-,0,0
신현철,76304,넥센,6,0,0,0,-,0,0
안태영,74460,넥센,12,0,0,0,-,0,0
오윤,70312,넥센,67,0,0,0,-,0,0
조중근,71835,넥센,10,0,0,0,-,0,0
지재옥,62302,넥센,18,0,0,0,-,0,0
한현희,62363,넥센,1,0,0,0,-,0,0
허도환,77243,넥센,116,2,0,2,0.0,0,0
김영관,62007,LG,2,0,0,0,-,0,0
김재민,63125,LG,10,0,0,0,-,0,0
김효남,76454,LG,1,0,0,0,-,0,0
봉중근,77147,LG,6,0,0,0,-,0,0
신재웅,75138,LG,1,0,0,0,-,0,0
이상열,96720,LG,2,0,0,0,-,0,0
이천웅,61186,LG,8,0,0,0,-,0,0
임도현,78128,LG,1,0,0,0,-,0,0
임정우,61891,LG,5,0,0,0,-,0,0
임찬규,61101,LG,3,0,0,0,-,0,0
정현욱,96462,LG,3,0,0,0,-,0,0
조윤준,62147,LG,19,0,0,0,-,0,0
최경철,73824,LG,38,1,0,1,0.0,0,0
최동수,94132,LG,2,0,0,0,-,0,0
최승준,76158,LG,2,0,0,0,-,0,0
최영진,61197,LG,6,0,0,0,-,0,0
강동우,98420,한화,26,0,0,0,-,0,0
김광수,70142,한화,1,0,0,0,-,0,0
김태균,71752,한화,101,3,0,3,0.0,0,0
김혁민,77748,한화,1,0,0,0,-,0,0
박상규,78758,한화,5,0,0,0,-,0,0
박정진,99737,한화,1,0,0,0,-,0,0
백승룡,75705,한화,2,0,0,0,-,0,0
송주호,60404,한화,28,2,0,2,0.0,0,0
송창식,74731,한화,4,0,0,0,-,0,0
송창현,63791,한화,1,0,0,0,-,0,0
양성우,62797,한화,1,0,0,0,-,0,0
연경흠,76743,한화,4,0,0,0,-,0,0
오재필,75736,한화,9,0,0,0,-,0,0
윤근영,75730,한화,1,0,0,0,-,0,0
이브랜드,63737,한화,1,0,0,0,-,0,0
이양기,73725,한화,56,0,0,0,-,0,0
이여상,76435,한화,14,0,0,0,-,0,0
이준수,77654,한화,47,0,0,0,-,0,0
임경훈,62793,한화,7,0,0,0,-,0,0
임기영,62754,한화,3,0,0,0,-,0,0
임세업,72458,한화,5,1,0,1,0.0,0,0
장운호,63700,한화,11,1,0,1,0.0,0,0
전현태,75706,한화,21,0,0,0,-,0,0
조지훈,63730,한화,2,0,0,0,-,0,0
최승환,70122,한화,10,0,0,0,-,0,0
최진행,74729,한화,106,0,0,0,-,0,0
하주석,62700,한화,5,1,0,1,0.0,0,0
한승택,63722,한화,24,0,0,0,-,0,0
강구성,62917,NC,2,0,0,0,-,0,0
강진성,62925,NC,3,0,0,0,-,0,0
김동건,71806,NC,8,0,0,0,-,0,0
김성욱,62934,NC,4,0,0,0,-,0,0
김종찬,60032,NC,5,0,0,0,-,0,0
김준완,63920,NC,3,0,0,0,-,0,0
김진성,75867,NC,2,0,0,0,-,0,0
김태군,78122,NC,112,2,0,2,0.0,0,0
김태우,62927,NC,7,0,0,0,-,0,0
노성호,62920,NC,1,0,0,0,-,0,0
박상혁,79657,NC,8,0,0,0,-,0,0
박헌욱,62921,NC,2,0,0,0,-,0,0
손민한,97571,NC,2,0,0,0,-,0,0
이명환,78694,NC,5,0,0,0,-,0,0
이민호,62929,NC,1,0,0,0,-,0,0
이승호,70820,NC,2,0,0,0,-,0,0
이재학,60263,NC,1,0,0,0,-,0,0
이창섭,60304,NC,5,0,0,0,-,0,0
이태원,60102,NC,70,0,0,0,-,0,0
임창민,78352,NC,2,0,0,0,-,0,0
정진,62941,NC,1,0,0,0,-,0,0
최금강,62966,NC,1,0,0,0,-,0,0
허준,75344,NC,14,0,0,0,-,0,0
