선수명,ID,팀명,경기,도루시도,도루허용,도루실패,도루성공률,주루사,견제사
김동수,90419,현대,115,4,3,1,75.0,0,0
이숭용,94310,현대,119,9,3,6,33.3,0,0
정성훈,99606,현대,122,7,3,4,42.9,0,0
나주환,73209,두산,114,9,2,7,22.2,0,0
손시헌,73213,두산,126,5,2,3,40.0,0,0
김형철,73827,SK,60,2,2,0,100,0,0
박경완,92809,SK,111,4,2,2,50.0,0,0
피커링,76836,SK,60,2,2,0,100,0,0
김태균,71752,한화,124,2,2,0,100,0,0
심광호,96722,한화,80,2,2,0,100,0,0
한상훈,73703,한화,95,3,2,1,66.7,0,0
손인호,98538,롯데,80,4,2,2,50.0,0,0
최경환,70117,롯데,86,4,2,2,50.0,0,0
이성열,73136,LG,56,3,2,1,66.7,0,0
최만호,97351,LG,46,2,2,0,100,0,0
김민철,71609,KIA,75,3,2,1,66.7,0,0
서브넥,76632,KIA,40,3,2,1,66.7,0,0
이현곤,72606,KIA,77,7,2,5,28.6,0,0
김대익,96503,삼성,107,2,1,1,50.0,0,0
박정환,70408,삼성,43,1,1,0,100,0,0
진갑용,97202,삼성,110,3,1,2,33.3,0,0
김진수,98540,두산,17,1,1,0,100,0,0
문희성,97219,두산,34,4,1,3,25.0,0,0
윤승균,75266,두산,4,2,1,1,50.0,0,0
장원진,92211,두산,98,3,1,2,33.3,0,0
최준석,71552,두산,109,2,1,1,50.0,0,0
홍성흔,99222,두산,119,2,1,1,50.0,0,0
김재구,72850,SK,45,1,1,0,100,0,0
김태균,94415,SK,116,3,1,2,33.3,0,0
시오타니,76810,SK,23,1,1,0,100,0,0
백승룡,75705,한화,37,1,1,0,100,0,0
박남섭,71815,롯데,67,2,1,1,50.0,0,0
박정준,73543,롯데,34,3,1,2,33.3,0,0
마해영,95549,LG,80,2,1,1,50.0,0,0
박가람,75174,LG,6,1,1,0,100,0,0
박병호,75125,LG,48,4,1,3,25.0,0,0
이학준,74148,LG,14,1,1,0,100,0,0
정의윤,75151,LG,82,1,1,0,100,0,0
추승우,72139,LG,38,1,1,0,100,0,0
강병식,72325,현대,93,2,1,1,50.0,0,0
채종국,98315,현대,97,3,1,2,33.3,0,0
김경언,71610,KIA,73,2,1,1,50.0,0,0
김상훈,70612,KIA,122,3,1,2,33.3,0,0
손지환,97103,KIA,96,2,1,1,50.0,0,0
이재주,92304,KIA,115,2,1,1,50.0,0,0
조경환,98533,KIA,54,1,1,0,100,0,0
강영식,70615,삼성,1,0,0,0,-,0,0
김영복,73438,삼성,7,0,0,0,-,0,0
김종훈,94539,삼성,96,2,0,2,0.0,0,0
김효남,76454,삼성,1,0,0,0,-,0,0
심정수,94204,삼성,26,0,0,0,-,0,0
양영동,76459,삼성,2,0,0,0,-,0,0
오승환,75421,삼성,1,0,0,0,-,0,0
이태호,72448,삼성,10,0,0,0,-,0,0
임동규,73413,삼성,1,0,0,0,-,0,0
조현근,75268,삼성,1,0,0,0,-,0,0
채형직,74453,삼성,1,0,0,0,-,0,0
강인권,95712,두산,6,0,0,0,-,0,0
금민철,75258,두산,2,0,0,0,-,0,0
김덕윤,71440,두산,1,0,0,0,-,0,0
김동주,98218,두산,43,0,0,0,-,0,0
김명제,75255,두산,5,0,0,0,-,0,0
김상현,71255,두산,2,0,0,0,-,0,0
김성배,73226,두산,3,0,0,0,-,0,0
김승회,73248,두산,8,0,0,0,-,0,0
김주호,73604,두산,13,0,0,0,-,0,0
김현수,76290,두산,1,0,0,0,-,0,0
랜들,75230,두산,1,0,0,0,-,0,0
리오스,72659,두산,1,0,0,0,-,0,0
박명환,96251,두산,1,0,0,0,-,0,0
박정배,75250,두산,3,0,0,0,-,0,0
서동환,75261,두산,2,0,0,0,-,0,0
송수,74256,두산,9,0,0,0,-,0,0
용덕한,74223,두산,58,0,0,0,-,0,0
원용묵,76262,두산,1,0,0,0,-,0,0
윤석민,74215,두산,27,0,0,0,-,0,0
이대현,71202,두산,1,0,0,0,-,0,0
이승엽,76231,두산,12,0,0,0,-,0,0
이원희,74247,두산,2,0,0,0,-,0,0
이혜천,98259,두산,2,0,0,0,-,0,0
이호성,75244,두산,1,0,0,0,-,0,0
장교성,70303,두산,5,0,0,0,-,0,0
정재훈,73241,두산,11,0,0,0,-,0,0
최주환,76267,두산,4,0,0,0,-,0,0
고효준,72523,SK,1,0,0,0,-,0,0
김동건,71806,SK,21,0,0,0,-,0,0
김성현,76802,SK,5,0,0,0,-,0,0
송은범,73801,SK,2,0,0,0,-,0,0
양승학,73856,SK,1,0,0,0,-,0,0
윤길현,72862,SK,1,0,0,0,-,0,0
이영욱,73825,SK,2,0,0,0,-,0,0
이재원,76812,SK,23,0,0,0,-,0,0
장찬,75848,SK,1,0,0,0,-,0,0
정경배,96441,SK,84,5,0,5,0.0,0,0
정대현,71801,SK,2,0,0,0,-,0,0
정병희,72743,SK,1,0,0,0,-,0,0
정우람,74857,SK,1,0,0,0,-,0,0
조웅천,90350,SK,2,0,0,0,-,0,0
최경철,73824,SK,63,0,0,0,-,0,0
카브레라,74828,SK,2,0,0,0,-,0,0
홍명찬,76854,SK,2,0,0,0,-,0,0
구대성,93715,한화,2,0,0,0,-,0,0
김태완,76746,한화,4,0,0,0,-,0,0
김해님,97758,한화,2,0,0,0,-,0,0
류현진,76715,한화,3,0,0,0,-,0,0
문동환,97575,한화,1,0,0,0,-,0,0
백재호,97709,한화,42,0,0,0,-,0,0
송광민,76753,한화,18,0,0,0,-,0,0
연경흠,76743,한화,96,0,0,0,-,0,0
오승택,75736,한화,3,0,0,0,-,0,0
이도형,93225,한화,119,2,0,2,0.0,0,0
이범호,70756,한화,126,2,0,2,0.0,0,0
임수민,96766,한화,13,0,0,0,-,0,0
정범모,76720,한화,4,0,0,0,-,0,0
차명주,96570,한화,1,0,0,0,-,0,0
가득염,92501,롯데,1,0,0,0,-,0,0
김문호,76509,롯데,8,0,0,0,-,0,0
김수화,74529,롯데,1,0,0,0,-,0,0
김승관,95468,롯데,50,0,0,0,-,0,0
나승현,76529,롯데,2,0,0,0,-,0,0
노승욱,93357,롯데,1,0,0,0,-,0,0
마이로우,76512,롯데,70,2,0,2,0.0,0,0
박연수,98130,롯데,42,0,0,0,-,0,0
박지철,94545,롯데,1,0,0,0,-,0,0
박진환,74565,롯데,1,0,0,0,-,0,0
손용석,76536,롯데,4,0,0,0,-,0,0
이대호,71564,롯데,122,1,0,1,0.0,0,0
이동훈,75554,롯데,7,0,0,0,-,0,0
이명우,72535,롯데,1,0,0,0,-,0,0
이승재,76553,롯데,38,0,0,0,-,0,0
이승준,99229,롯데,19,0,0,0,-,0,0
이왕기,75539,롯데,3,0,0,0,-,0,0
이정민,72551,롯데,1,0,0,0,-,0,0
이정훈,97541,롯데,1,0,0,0,-,0,0
정보명,73513,롯데,66,2,0,2,0.0,0,0
존갈,76525,롯데,43,2,0,2,0.0,0,0
주형광,94528,롯데,1,0,0,0,-,0,0
최대성,74543,롯데,2,0,0,0,-,0,0
추경식,76556,롯데,13,0,0,0,-,0,0
황준영,75563,롯데,2,0,0,0,-,0,0
강상수,94526,LG,1,0,0,0,-,0,0
경헌호,70121,LG,1,0,0,0,-,0,0
김우석,72108,LG,31,0,0,0,-,0,0
김재현,98776,LG,1,0,0,0,-,0,0
김정민,93112,LG,26,0,0,0,-,0,0
박기남,74103,LG,74,0,0,0,-,0,0
서용빈,94162,LG,32,2,0,2,0.0,0,0
신윤호,94126,LG,1,0,0,0,-,0,0
안상준,95666,LG,3,0,0,0,-,0,0
안치용,72161,LG,20,0,0,0,-,0,0
우규민,73117,LG,2,0,0,0,-,0,0
이병규,76100,LG,7,0,0,0,-,0,0
이종열,91015,LG,96,0,0,0,-,0,0
정재복,73166,LG,1,0,0,0,-,0,0
조인성,98144,LG,112,1,0,1,0.0,0,0
최동수,94132,LG,54,0,0,0,-,0,0
최승준,76158,LG,2,0,0,0,-,0,0
최승환,70122,LG,31,0,0,0,-,0,0
황선일,76404,LG,1,0,0,0,-,0,0
강귀태,72312,현대,73,2,0,2,0.0,0,0
강정호,76325,현대,10,1,0,1,0.0,0,0
김민범,93367,현대,2,0,0,0,-,0,0
김성태,70345,현대,1,0,0,0,-,0,0
김승권,95710,현대,21,0,0,0,-,0,0
노환수,73343,현대,1,0,0,0,-,0,0
박준수,70349,현대,2,0,0,0,-,0,0
서튼,75333,현대,93,0,0,0,-,0,0
송신영,99314,현대,2,0,0,0,-,0,0
신철인,70323,현대,1,0,0,0,-,0,0
이보근,75342,현대,3,0,0,0,-,0,0
이현승,76329,현대,1,0,0,0,-,0,0
장태종,76338,현대,2,0,0,0,-,0,0
전근표,70364,현대,51,0,0,0,-,0,0
조평호,74358,현대,9,0,0,0,-,0,0
지석훈,73306,현대,51,1,0,1,0.0,0,0
허준,75344,현대,1,0,0,0,-,0,0
홍원기,96723,현대,56,2,0,2,0.0,0,0
황두성,97423,현대,1,0,0,0,-,0,0
김경진,99614,KIA,14,0,0,0,-,0,0
김주형,74605,KIA,34,0,0,0,-,0,0
송산,75612,KIA,43,0,0,0,-,0,0
스캇,76633,KIA,48,0,0,0,-,0,0
신동주,91470,KIA,8,0,0,0,-,0,0
심재학,95114,KIA,56,2,0,2,0.0,0,0
유재원,76656,KIA,1,1,0,1,0.0,0,0
윤석민,75620,KIA,4,0,0,0,-,0,0
이동현,74620,KIA,1,0,0,0,-,0,0
임준혁,73632,KIA,1,0,0,0,-,0,0
장문석,97126,KIA,2,0,0,0,-,0,0
전병두,73228,KIA,1,0,0,0,-,0,0
정원,71636,KIA,1,0,0,0,-,0,0
조태수,73657,KIA,1,0,0,0,-,0,0
차일목,73602,KIA,22,0,0,0,-,0,0
차정민,75663,KIA,2,0,0,0,-,0,0
한규식,99554,KIA,55,0,0,0,-,0,0
홍세완,70626,KIA,66,0,0,0,-,0,0
