선수명,ID,팀명,경기,도루시도,도루허용,도루실패,도루성공률,주루사,견제사
이여상,76435,한화,86,9,7,2,77.8,0,0
정범모,76720,한화,72,12,7,5,58.3,0,0
하주석,62700,한화,70,9,7,2,77.8,0,0
한상훈,73703,한화,112,15,7,8,46.7,0,0
김민성,77564,넥센,71,9,7,2,77.8,0,0
이승엽,95436,삼성,126,6,6,0,100,0,0
김성현,76802,SK,88,8,6,2,75.0,0,0
박재상,71857,SK,100,15,6,9,40.0,0,0
최윤석,60805,SK,109,11,6,5,54.5,0,0
김현수,76290,두산,122,9,6,3,66.7,0,0
양성우,62797,한화,45,7,6,1,85.7,0,0
오재필,75736,한화,46,7,6,1,85.7,0,0
최진행,74729,한화,120,9,6,3,66.7,0,0
강봉규,70224,삼성,102,8,5,3,62.5,0,0
박종윤,71562,롯데,121,7,5,2,71.4,0,0
박준서,71815,롯데,87,6,5,1,83.3,0,0
조성환,99543,롯데,103,7,5,2,71.4,0,0
신종길,72559,KIA,44,10,5,5,50.0,0,0
윤완주,62668,KIA,68,8,5,3,62.5,0,0
김용의,78217,LG,83,9,5,4,55.6,0,0
이대수,72860,한화,118,6,5,1,83.3,0,0
이병규,97109,LG,118,12,5,7,41.7,0,0
김민우,72303,넥센,69,9,5,4,55.6,0,0
오윤,70312,넥센,94,7,5,2,71.4,0,0
유재신,76368,넥센,58,7,5,2,71.4,0,0
이성열,73136,넥센,104,11,5,6,45.5,0,0
박한이,71432,삼성,111,10,4,6,40.0,0,0
박정권,74846,SK,122,10,4,6,40.0,0,0
홍성흔,99222,롯데,113,9,4,5,44.4,0,0
이준호,60693,KIA,113,8,4,4,50.0,0,0
손시헌,73213,두산,86,6,4,2,66.7,0,0
임재철,99507,두산,66,6,4,2,66.7,0,0
최주환,76267,두산,81,7,4,3,57.1,0,0
김일경,97300,LG,44,5,4,1,80.0,0,0
윤정우,61652,LG,29,5,4,1,80.0,0,0
이진영,99810,LG,105,6,4,2,66.7,0,0
정주현,79150,LG,18,5,4,1,80.0,0,0
박진만,96307,SK,57,4,3,1,75.0,0,0
안치용,72161,SK,92,3,3,0,100,0,0
이호준,94629,SK,127,6,3,3,50.0,0,0
임훈,74823,SK,117,8,3,5,37.5,0,0
조동화,71848,SK,24,6,3,3,50.0,0,0
용덕한,74223,롯데,55,3,3,0,100,0,0
김동주,98218,두산,66,4,3,1,75.0,0,0
김재호,74206,두산,84,6,3,3,50.0,0,0
김태균,71752,한화,126,4,3,1,75.0,0,0
백승룡,75705,한화,33,3,3,0,100,0,0
서동욱,73606,LG,103,5,3,2,60.0,0,0
윤요섭,78892,LG,75,5,3,2,60.0,0,0
정성훈,99606,LG,107,6,3,3,50.0,0,0
추승우,72139,한화,18,3,3,0,100,0,0
유한준,74339,넥센,74,4,3,1,75.0,0,0
박석민,74465,삼성,127,5,2,3,40.0,0,0
최형우,72443,삼성,125,3,2,1,66.7,0,0
모창민,78813,SK,15,3,2,1,66.7,0,0
황진수,78566,롯데,28,2,2,0,100,0,0
차일목,73602,KIA,88,4,2,2,50.0,0,0
김동한,61204,두산,10,2,2,0,100,0,0
윤석민,74215,두산,109,3,2,1,66.7,0,0
이천웅,61186,LG,6,2,2,0,100,0,0
장성호,96610,한화,130,5,2,3,40.0,0,0
정의윤,75151,LG,81,4,2,2,50.0,0,0
한윤섭,78762,한화,23,2,2,0,100,0,0
송지만,96761,넥센,14,2,2,0,100,0,0
김종호,77454,삼성,22,1,1,0,100,0,0
손주인,72456,삼성,96,2,1,1,50.0,0,0
신명철,71504,삼성,44,3,1,2,33.3,0,0
우동균,78454,삼성,26,1,1,0,100,0,0
채태인,77463,삼성,54,2,1,1,50.0,0,0
김문호,76509,롯데,56,4,1,3,25.0,0,0
신본기,62556,롯데,50,2,1,1,50.0,0,0
양종민,79530,롯데,2,1,1,0,100,0,0
이승화,71565,롯데,65,3,1,2,33.3,0,0
정훈,60523,롯데,78,1,1,0,100,0,0
황성용,76562,롯데,73,1,1,0,100,0,0
김상현,70646,KIA,32,3,1,2,33.3,0,0
박기남,74103,KIA,99,1,1,0,100,0,0
이범호,70756,KIA,42,1,1,0,100,0,0
이호신,77648,KIA,27,1,1,0,100,0,0
조영훈,75441,KIA,89,3,1,2,33.3,0,0
최희섭,77623,KIA,80,2,1,1,50.0,0,0
홍재호,60605,KIA,55,1,1,0,100,0,0
양의지,76232,두산,122,3,1,2,33.3,0,0
이원석,75566,두산,107,2,1,1,50.0,0,0
최준석,71552,두산,89,1,1,0,100,0,0
강동우,98420,한화,76,3,1,2,33.3,0,0
김영관,62007,LG,6,1,1,0,100,0,0
신경현,98742,한화,76,1,1,0,100,0,0
심광호,96722,LG,43,2,1,1,50.0,0,0
윤진호,79198,LG,22,2,1,1,50.0,0,0
이상훈,60724,한화,17,1,1,0,100,0,0
임익준,77464,한화,10,1,1,0,100,0,0
전현태,75706,한화,2,1,1,0,100,0,0
강병식,72325,넥센,26,2,1,1,50.0,0,0
조중근,71835,넥센,45,3,1,2,33.3,0,0
지석훈,73306,넥센,61,2,1,1,50.0,0,0
지재옥,62302,넥센,29,1,1,0,100,0,0
최경철,73824,넥센,81,2,1,1,50.0,0,0
김경모,78409,삼성,9,1,0,1,0.0,0,0
김동명,77462,삼성,1,0,0,0,-,0,0
김영훈,62407,삼성,2,0,0,0,-,0,0
김헌곤,61404,삼성,10,0,0,0,-,0,0
모상기,76469,삼성,18,0,0,0,-,0,0
성의준,62406,삼성,2,0,0,0,-,0,0
손형준,62462,삼성,3,0,0,0,-,0,0
심창민,61411,삼성,1,0,0,0,-,0,0
안지만,72463,삼성,1,0,0,0,-,0,0
오승환,75421,삼성,3,0,0,0,-,0,0
이정식,74402,삼성,46,1,0,1,0.0,0,0
이지영,79456,삼성,54,0,0,0,-,0,0
정현욱,96462,삼성,1,0,0,0,-,0,0
진갑용,97202,삼성,114,0,0,0,-,0,0
채상병,72742,삼성,10,0,0,0,-,0,0
권영진,78863,SK,2,0,0,0,-,0,0
권용관,95158,SK,3,0,0,0,-,0,0
김도현,61360,SK,3,0,0,0,-,0,0
김태훈,79847,SK,1,0,0,0,-,0,0
박경완,92809,SK,8,0,0,0,-,0,0
박승욱,62802,SK,1,0,0,0,-,0,0
박윤,77848,SK,7,0,0,0,-,0,0
박재홍,96362,SK,46,1,0,1,0.0,0,0
박희수,76858,SK,1,0,0,0,-,0,0
안정광,60865,SK,6,1,0,1,0.0,0,0
유재웅,72220,SK,9,0,0,0,-,0,0
이재원,76812,SK,16,0,0,0,-,0,0
정상호,71842,SK,78,2,0,2,0.0,0,0
정우람,74857,SK,2,0,0,0,-,0,0
정진기,61869,SK,14,0,0,0,-,0,0
조인성,98144,SK,104,1,0,1,0.0,0,0
조재호,72313,SK,4,0,0,0,-,0,0
최정민,62893,SK,2,0,0,0,-,0,0
한동민,62895,SK,7,0,0,0,-,0,0
홍명찬,76854,SK,5,0,0,0,-,0,0
강민호,74540,롯데,119,1,0,1,0.0,0,0
강영식,70615,롯데,1,0,0,0,-,0,0
권영준,79565,롯데,11,0,0,0,-,0,0
김대우,78536,롯데,6,0,0,0,-,0,0
김사율,99563,롯데,1,0,0,0,-,0,0
김사훈,61591,롯데,17,0,0,0,-,0,0
김상호,62559,롯데,8,0,0,0,-,0,0
김성배,73226,롯데,1,0,0,0,-,0,0
김수완,78550,롯데,5,0,0,0,-,0,0
문규현,72546,롯데,105,2,0,2,0.0,0,0
변용선,60526,롯데,7,0,0,0,-,0,0
사도스키,60594,롯데,1,0,0,0,-,0,0
손용석,76536,롯데,43,0,0,0,-,0,0
윤여운,62537,롯데,15,0,0,0,-,0,0
이명우,72535,롯데,1,0,0,0,-,0,0
이용훈,70434,롯데,1,0,0,0,-,0,0
이인구,73563,롯데,7,0,0,0,-,0,0
정보명,73513,롯데,18,0,0,0,-,0,0
최대성,74543,롯데,1,0,0,0,-,0,0
김상훈,70612,KIA,80,0,0,0,-,0,0
김주형,74605,KIA,56,0,0,0,-,0,0
송산,75612,KIA,39,0,0,0,-,0,0
오준형,77641,KIA,1,0,0,0,-,0,0
유동훈,99639,KIA,1,0,0,0,-,0,0
이성우,71184,KIA,16,0,0,0,-,0,0
이종환,60667,KIA,6,0,0,0,-,0,0
이현곤,72606,KIA,6,0,0,0,-,0,0
정상교,61658,KIA,5,0,0,0,-,0,0
진해수,76650,KIA,3,0,0,0,-,0,0
최훈락,75608,KIA,25,0,0,0,-,0,0
한기주,76610,KIA,1,0,0,0,-,0,0
한성구,61693,KIA,17,0,0,0,-,0,0
황정립,62646,KIA,18,0,0,0,-,0,0
국해성,79290,두산,3,0,0,0,-,0,0
김재환,78224,두산,13,0,0,0,-,0,0
김창훈,74728,두산,1,0,0,0,-,0,0
류지혁,62234,두산,2,0,0,0,-,0,0
민병헌,76249,두산,2,2,0,2,0.0,0,0
박세혁,62244,두산,6,0,0,0,-,0,0
변진수,62263,두산,2,0,0,0,-,0,0
안규영,61215,두산,1,0,0,0,-,0,0
오장훈,79544,두산,10,0,0,0,-,0,0
오재일,75334,두산,87,0,0,0,-,0,0
이혜천,98259,두산,1,0,0,0,-,0,0
최재훈,78288,두산,69,0,0,0,-,0,0
프록터,62230,두산,6,0,0,0,-,0,0
홍상삼,78247,두산,2,0,0,0,-,0,0
김광삼,99152,LG,1,0,0,0,-,0,0
김광수,70142,한화,1,0,0,0,-,0,0
김선규,75852,LG,1,0,0,0,-,0,0
김재율,61114,LG,19,0,0,0,-,0,0
김태군,78122,LG,100,0,0,0,-,0,0
김태완,74158,LG,58,1,0,1,0.0,0,0
류택현,94228,LG,2,0,0,0,-,0,0
마일영,70329,한화,3,0,0,0,-,0,0
바티스타,61727,한화,3,0,0,0,-,0,0
박노민,74756,한화,19,0,0,0,-,0,0
박정진,99737,한화,4,0,0,0,-,0,0
봉중근,77147,LG,4,0,0,0,-,0,0
서상우,62164,LG,6,0,0,0,-,0,0
션헨,62731,한화,2,0,0,0,-,0,0
손인호,98538,LG,4,0,0,0,-,0,0
송창식,74731,한화,3,0,0,0,-,0,0
신동훈,62160,LG,1,0,0,0,-,0,0
신정락,60140,LG,1,0,0,0,-,0,0
안승민,60713,한화,4,0,0,0,-,0,0
안영진,76758,한화,1,0,0,0,-,0,0
양훈,75750,한화,1,0,0,0,-,0,0
연경흠,76743,한화,42,0,0,0,-,0,0
오준혁,61743,한화,10,0,0,0,-,0,0
우규민,73117,LG,2,0,0,0,-,0,0
유강남,61102,LG,13,0,0,0,-,0,0
이동현,71118,LG,3,0,0,0,-,0,0
이민재,61194,LG,7,0,0,0,-,0,0
이상열,96720,LG,2,0,0,0,-,0,0
이승우,77154,LG,1,0,0,0,-,0,0
이양기,73725,한화,35,0,0,0,-,0,0
이준수,77654,한화,37,0,0,0,-,0,0
임찬규,61101,LG,2,0,0,0,-,0,0
정대훈,78760,한화,1,0,0,0,-,0,0
정민혁,77746,한화,1,0,0,0,-,0,0
정원석,70240,한화,7,0,0,0,-,0,0
조윤준,62147,LG,23,0,0,0,-,0,0
최동수,94132,LG,94,1,0,1,0.0,0,0
최승환,70122,한화,24,0,0,0,-,0,0
최영진,61197,LG,43,0,0,0,-,0,0
최우석,62741,한화,1,0,0,0,-,0,0
한희,79138,LG,1,0,0,0,-,0,0
황선일,76404,LG,3,0,0,0,-,0,0
강귀태,72312,넥센,12,0,0,0,-,0,0
김남형,77314,넥센,6,0,0,0,-,0,0
김병현,62349,넥센,1,0,0,0,-,0,0
김상수,76430,넥센,3,0,0,0,-,0,0
김수경,98330,넥센,1,0,0,0,-,0,0
김영민,76350,넥센,2,0,0,0,-,0,0
김정훈,60339,넥센,1,0,0,0,-,0,0
나이트,79430,넥센,1,0,0,0,-,0,0
문우람,61363,넥센,25,0,0,0,-,0,0
박성훈,75464,넥센,2,0,0,0,-,0,0
박정준,73543,넥센,18,0,0,0,-,0,0
박종윤,62338,넥센,1,0,0,0,-,0,0
박헌도,79356,넥센,23,0,0,0,-,0,0
손승락,75321,넥센,4,0,0,0,-,0,0
신현철,76304,넥센,11,0,0,0,-,0,0
오재영,74359,넥센,1,0,0,0,-,0,0
이정훈,97541,넥센,3,0,0,0,-,0,0
이태양,61323,넥센,1,0,0,0,-,0,0
임창민,78352,넥센,1,0,0,0,-,0,0
장영석,79334,넥센,7,0,0,0,-,0,0
장효훈,77318,넥센,1,0,0,0,-,0,0
차화준,75307,넥센,8,0,0,0,-,0,0
허도환,77243,넥센,94,0,0,0,-,0,0
