선수명,ID,팀명,경기,도루시도,도루허용,도루실패,도루성공률,주루사,견제사
한규식,99554,KIA,26,1,1,0,100,0,0
김진수,98540,두산,45,2,1,1,50.0,0,0
안경현,92207,두산,109,1,1,0,100,0,0
최준석,71552,두산,121,1,1,0,100,0,0
이재원,76812,SK,66,1,1,0,100,0,0
정상호,71842,SK,66,1,1,0,100,0,0
강민호,74540,롯데,125,5,1,4,20.0,0,0
박현승,95518,롯데,91,4,1,3,25.0,0,0
이대호,71564,롯데,121,1,1,0,100,0,0
최기문,96224,롯데,58,1,1,0,100,0,0
최길성,70649,롯데,56,1,1,0,100,0,0
페레즈,73559,롯데,47,2,1,1,50.0,0,0
홍유택,76515,롯데,6,1,1,0,100,0,0
손인호,98538,LG,39,2,1,1,50.0,0,0
안치용,72161,LG,12,1,1,0,100,0,0
조인성,98144,LG,124,2,1,1,50.0,0,0
최동수,94132,LG,125,2,1,1,50.0,0,0
권오준,99445,삼성,1,0,0,0,-,0,0
김대익,96503,삼성,69,1,0,1,0.0,0,0
김동명,77462,삼성,1,0,0,0,-,0,0
김종훈,94539,삼성,63,1,0,1,0.0,0,0
김한수,94450,삼성,101,2,0,2,0.0,0,0
박종호,92906,삼성,17,0,0,0,-,0,0
손승현,75442,삼성,3,0,0,0,-,0,0
오승환,75421,삼성,5,0,0,0,-,0,0
유용목,75404,삼성,5,0,0,0,-,0,0
이여상,76435,삼성,4,0,0,0,-,0,0
이정식,74402,삼성,65,0,0,0,-,0,0
이태호,72448,삼성,45,1,0,1,0.0,0,0
임창용,95657,삼성,2,0,0,0,-,0,0
정현욱,96462,삼성,1,0,0,0,-,0,0
조현근,75268,삼성,1,0,0,0,-,0,0
진갑용,97202,삼성,122,1,0,1,0.0,0,0
차우찬,76455,삼성,2,0,0,0,-,0,0
채태인,77463,삼성,31,0,0,0,-,0,0
현재윤,72427,삼성,6,0,0,0,-,0,0
구대성,93715,한화,2,0,0,0,-,0,0
김강,77733,한화,1,0,0,0,-,0,0
김인철,90811,한화,77,1,0,1,0.0,0,0
김태완,76746,한화,61,0,0,0,-,0,0
마정길,72749,한화,1,0,0,0,-,0,0
백승룡,75705,한화,8,0,0,0,-,0,0
백재호,97709,한화,80,0,0,0,-,0,0
서정,77708,한화,1,0,0,0,-,0,0
송광민,76753,한화,30,1,0,1,0.0,0,0
안영명,73738,한화,2,0,0,0,-,0,0
연경흠,76743,한화,36,0,0,0,-,0,0
이도형,93225,한화,79,0,0,0,-,0,0
전현태,75706,한화,2,0,0,0,-,0,0
정범모,76720,한화,3,0,0,0,-,0,0
강귀태,72312,현대,55,0,0,0,-,0,0
강병식,72325,현대,91,1,0,1,0.0,0,0
강정호,76325,현대,20,0,0,0,-,0,0
권도영,73363,현대,7,0,0,0,-,0,0
김남형,77314,현대,5,0,0,0,-,0,0
김성태,70345,현대,1,0,0,0,-,0,0
노병오,72461,현대,3,0,0,0,-,0,0
노환수,73343,현대,1,0,0,0,-,0,0
박준수,70349,현대,2,0,0,0,-,0,0
송신영,99314,현대,5,0,0,0,-,0,0
오윤,70312,현대,30,0,0,0,-,0,0
유덕형,75392,현대,3,0,0,0,-,0,0
유선정,76322,현대,5,0,0,0,-,0,0
이동학,70356,현대,1,0,0,0,-,0,0
이보근,75342,현대,1,0,0,0,-,0,0
이상열,96720,현대,1,0,0,0,-,0,0
이승주,74346,현대,9,0,0,0,-,0,0
이현승,76329,현대,3,0,0,0,-,0,0
전근표,70364,현대,4,0,0,0,-,0,0
조용훈,76357,현대,2,0,0,0,-,0,0
조중근,71835,현대,22,0,0,0,-,0,0
조평호,74358,현대,8,0,0,0,-,0,0
지석훈,73306,현대,89,3,0,3,0.0,0,0
허준,75344,현대,35,0,0,0,-,0,0
홍원기,96723,현대,25,0,0,0,-,0,0
황두성,97423,현대,1,0,0,0,-,0,0
권윤민,77632,KIA,11,0,0,0,-,0,0
김건한,71851,KIA,1,0,0,0,-,0,0
김경진,99614,KIA,28,0,0,0,-,0,0
김정수,75662,KIA,3,0,0,0,-,0,0
서튼,75333,KIA,34,0,0,0,-,0,0
심재학,95114,KIA,25,0,0,0,-,0,0
양현종,77637,KIA,3,0,0,0,-,0,0
유재원,76656,KIA,10,0,0,0,-,0,0
이상화,74647,KIA,1,0,0,0,-,0,0
이재주,92304,KIA,90,2,0,2,0.0,0,0
이호신,77648,KIA,21,0,0,0,-,0,0
조경환,98533,KIA,64,2,0,2,0.0,0,0
차일목,73602,KIA,41,0,0,0,-,0,0
차정민,75663,KIA,1,0,0,0,-,0,0
최훈락,75608,KIA,22,0,0,0,-,0,0
한기주,76610,KIA,2,0,0,0,-,0,0
홍세완,70626,KIA,59,2,0,2,0.0,0,0
강동우,98420,두산,25,1,0,1,0.0,0,0
금민철,75258,두산,5,0,0,0,-,0,0
김덕윤,71440,두산,2,0,0,0,-,0,0
김명제,75255,두산,3,0,0,0,-,0,0
김상현,71255,두산,2,0,0,0,-,0,0
김승회,73248,두산,1,0,0,0,-,0,0
김하람,75253,두산,1,0,0,0,-,0,0
김혜겸,74246,두산,8,0,0,0,-,0,0
노경은,73211,두산,2,0,0,0,-,0,0
안상준,95666,두산,46,0,0,0,-,0,0
양의지,76232,두산,3,0,0,0,-,0,0
원용묵,76262,두산,1,0,0,0,-,0,0
유재웅,72220,두산,20,0,0,0,-,0,0
윤석민,74215,두산,30,0,0,0,-,0,0
이경필,97230,두산,3,0,0,0,-,0,0
이두환,77242,두산,1,0,0,0,-,0,0
이승학,77257,두산,5,0,0,0,-,0,0
임태훈,77251,두산,9,0,0,0,-,0,0
장원진,92211,두산,23,0,0,0,-,0,0
정재훈,76240,두산,7,0,0,0,-,0,0
정재훈,73241,두산,11,0,0,0,-,0,0
최주환,76267,두산,3,0,0,0,-,0,0
허도환,77243,두산,1,0,0,0,-,0,0
홍성흔,99222,두산,80,2,0,2,0.0,0,0
가득염,92501,SK,4,0,0,0,-,0,0
강혁,99210,SK,10,0,0,0,-,0,0
김경태,98128,SK,1,0,0,0,-,0,0
김광현,77829,SK,1,0,0,0,-,0,0
김동건,71806,SK,10,0,0,0,-,0,0
김성현,76802,SK,3,1,0,1,0.0,0,0
김용섭,76868,SK,1,0,0,0,-,0,0
김원형,91848,SK,3,0,0,0,-,0,0
김재구,72850,SK,24,0,0,0,-,0,0
김재현,76869,SK,3,0,0,0,-,0,0
김태균,94415,SK,23,0,0,0,-,0,0
김형철,73827,SK,2,0,0,0,-,0,0
레이번,77860,SK,1,0,0,0,-,0,0
로마노,77868,SK,3,0,0,0,-,0,0
박연수,98130,SK,8,0,0,0,-,0,0
송은범,73801,SK,2,0,0,0,-,0,0
윤길현,72862,SK,1,0,0,0,-,0,0
이영욱,73825,SK,1,0,0,0,-,0,0
이한진,76822,SK,3,0,0,0,-,0,0
정대현,71801,SK,7,0,0,0,-,0,0
정우람,74857,SK,1,0,0,0,-,0,0
조웅천,90350,SK,6,0,0,0,-,0,0
채종국,98315,SK,23,0,0,0,-,0,0
김문호,76509,롯데,27,1,0,1,0.0,0,0
김민성,77564,롯데,4,0,0,0,-,0,0
김승관,95468,롯데,5,0,0,0,-,0,0
나승현,76529,롯데,1,0,0,0,-,0,0
리오스,77503,롯데,38,1,0,1,0.0,0,0
문규현,72546,롯데,25,0,0,0,-,0,0
박남섭,71815,롯데,75,0,0,0,-,0,0
박종윤,71562,롯데,8,0,0,0,-,0,0
박지철,94545,롯데,3,0,0,0,-,0,0
서정호,74564,롯데,3,0,0,0,-,0,0
손광민,77532,롯데,4,0,0,0,-,0,0
손용석,76536,롯데,44,1,0,1,0.0,0,0
이동훈,75554,롯데,3,0,0,0,-,0,0
이승재,76553,롯데,3,0,0,0,-,0,0
이창석,77552,롯데,3,0,0,0,-,0,0
최경환,70117,롯데,36,0,0,0,-,0,0
카브레라,74828,롯데,2,0,0,0,-,0,0
허준혁,74556,롯데,1,0,0,0,-,0,0
호세,99534,롯데,23,0,0,0,-,0,0
황성용,76562,롯데,69,1,0,1,0.0,0,0
경헌호,70121,LG,1,0,0,0,-,0,0
김민기,97111,LG,1,0,0,0,-,0,0
김용우,72131,LG,41,0,0,0,-,0,0
김우석,72108,LG,2,0,0,0,-,0,0
김재현,98776,LG,1,0,0,0,-,0,0
김회권,76169,LG,1,0,0,0,-,0,0
류택현,94228,LG,1,0,0,0,-,0,0
마해영,95549,LG,11,0,0,0,-,0,0
민경수,74130,LG,1,0,0,0,-,0,0
박영복,72154,LG,1,0,0,0,-,0,0
송현우,74160,LG,1,0,0,0,-,0,0
신윤호,94126,LG,1,0,0,0,-,0,0
심수창,74167,LG,6,0,0,0,-,0,0
안재만,97157,LG,10,0,0,0,-,0,0
양현석,70608,LG,3,0,0,0,-,0,0
우규민,73117,LG,5,0,0,0,-,0,0
정재복,73166,LG,2,0,0,0,-,0,0
최승준,76158,LG,4,0,0,0,-,0,0
최승환,70122,LG,22,0,0,0,-,0,0
추승우,72139,LG,1,0,0,0,-,0,0
황선일,76404,LG,44,0,0,0,-,0,0
