선수명,ID,팀명,경기,도루시도,도루허용,도루실패,도루성공률,주루사,견제사
디아즈,73848,SK,112,5,5,0,100,0,0
송재익,97404,SK,92,8,5,3,62.5,0,0
신종길,72559,롯데,40,7,5,2,71.4,0,0
권용관,95158,LG,78,6,4,2,66.7,0,0
안치용,72161,LG,37,4,4,0,100,0,0
이숭용,94310,현대,133,6,4,2,66.7,0,0
안재만,97157,SK,85,9,4,5,44.4,0,0
오태근,72169,LG,8,4,3,1,75.0,0,0
김상훈,70612,KIA,125,5,3,2,60.0,0,0
장정석,96346,KIA,86,4,3,1,75.0,0,0
김동수,90419,현대,117,7,3,4,42.9,0,0
브룸바,73324,현대,70,8,3,5,37.5,0,0
조재호,72313,현대,97,4,3,1,75.0,0,0
김동주,98218,두산,118,5,3,2,60.0,0,0
김태균,71752,한화,133,5,3,2,60.0,0,0
백재호,97709,한화,96,4,3,1,75.0,0,0
김태균,94415,롯데,101,3,3,0,100,0,0
손인호,98538,롯데,103,7,3,4,42.9,0,0
신명철,71504,롯데,101,10,3,7,30.0,0,0
이승화,71565,롯데,23,4,3,1,75.0,0,0
김재걸,95409,삼성,85,4,2,2,50.0,0,0
브리또,70834,삼성,102,4,2,2,50.0,0,0
양준혁,93410,삼성,133,7,2,5,28.6,0,0
김용우,72131,LG,45,3,2,1,66.7,0,0
박경수,73113,LG,84,4,2,2,50.0,0,0
김인철,90811,KIA,37,4,2,2,50.0,0,0
황윤성,92306,KIA,64,4,2,2,50.0,0,0
이택근,73342,현대,101,5,2,3,40.0,0,0
정수성,97350,현대,26,2,2,0,100,0,0
손시헌,73213,두산,59,2,2,0,100,0,0
홍성흔,99222,두산,73,4,2,2,50.0,0,0
김기태,91803,SK,93,4,2,2,50.0,0,0
양현석,70608,SK,55,2,2,0,100,0,0
조경환,98533,SK,121,8,2,6,25.0,0,0
이범호,70756,한화,107,8,2,6,25.0,0,0
임수민,96766,한화,106,5,2,3,40.0,0,0
권오현,71509,롯데,38,3,2,1,66.7,0,0
김응국,88510,롯데,51,4,2,2,50.0,0,0
조효상,96704,롯데,36,3,2,1,66.7,0,0
페레즈,73559,롯데,50,5,2,3,40.0,0,0
강명구,73409,삼성,9,1,1,0,100,0,0
마해영,95549,삼성,132,2,1,1,50.0,0,0
진갑용,97202,삼성,126,2,1,1,50.0,0,0
이병규,97109,LG,44,4,1,3,25.0,0,0
최동수,94132,LG,91,3,1,2,33.3,0,0
쿡슨,70124,LG,23,2,1,1,50.0,0,0
홍현우,90695,LG,97,2,1,1,50.0,0,0
김민철,71609,KIA,26,1,1,0,100,0,0
김원섭,71207,KIA,19,1,1,0,100,0,0
신동주,91470,KIA,95,3,1,2,33.3,0,0
엄정대,98569,KIA,22,3,1,2,33.3,0,0
이재주,92304,KIA,103,4,1,3,25.0,0,0
이정상,73654,KIA,8,1,1,0,100,0,0
최동락,73666,KIA,26,2,1,1,50.0,0,0
허준,93705,KIA,44,1,1,0,100,0,0
강귀태,72312,현대,66,2,1,1,50.0,0,0
김일경,97300,현대,80,4,1,3,25.0,0,0
조승현,97335,현대,8,1,1,0,100,0,0
강봉규,70224,두산,6,1,1,0,100,0,0
고영민,72214,두산,32,1,1,0,100,0,0
나주환,73209,두산,96,1,1,0,100,0,0
심재학,95114,두산,111,1,1,0,100,0,0
안경현,92207,두산,128,2,1,1,50.0,0,0
이동수,93494,두산,34,1,1,0,100,0,0
이민택,72202,두산,9,1,1,0,100,0,0
이승준,99229,두산,24,1,1,0,100,0,0
장원진,92211,두산,124,2,1,1,50.0,0,0
강혁,99210,SK,117,4,1,3,25.0,0,0
메히아,73747,한화,30,5,1,4,20.0,0,0
장종훈,87760,한화,83,4,1,3,25.0,0,0
조윤채,70723,한화,59,2,1,1,50.0,0,0
조현수,72752,한화,96,3,1,2,33.3,0,0
황우구,99731,한화,63,4,1,3,25.0,0,0
윤재국,98808,롯데,63,4,1,3,25.0,0,0
이인구,73563,롯데,9,2,1,1,50.0,0,0
곽용섭,73455,삼성,5,0,0,0,-,0,0
권오준,99445,삼성,1,0,0,0,-,0,0
권혁,72447,삼성,1,0,0,0,-,0,0
김승관,95468,삼성,1,0,0,0,-,0,0
김종훈,94539,삼성,88,0,0,0,-,0,0
김진웅,98451,삼성,1,0,0,0,-,0,0
노장진,93728,삼성,2,0,0,0,-,0,0
라이언,73424,삼성,1,0,0,0,-,0,0
라형진,99423,삼성,1,0,0,0,-,0,0
박정환,70408,삼성,81,0,0,0,-,0,0
손주인,72456,삼성,19,0,0,0,-,0,0
심성보,95835,삼성,38,1,0,1,0.0,0,0
안지만,72463,삼성,1,0,0,0,-,0,0
이정호,71433,삼성,1,0,0,0,-,0,0
이준민,72452,삼성,3,0,0,0,-,0,0
이태호,72448,삼성,6,0,0,0,-,0,0
임창용,95657,삼성,1,0,0,0,-,0,0
장영균,99459,삼성,1,0,0,0,-,0,0
전병호,96411,삼성,1,0,0,0,-,0,0
정현욱,96462,삼성,2,0,0,0,-,0,0
조동찬,72466,삼성,14,0,0,0,-,0,0
현재윤,72427,삼성,34,0,0,0,-,0,0
경헌호,70121,LG,2,0,0,0,-,0,0
김광삼,99152,LG,1,0,0,0,-,0,0
김광희,72143,LG,6,0,0,0,-,0,0
김세중,72160,LG,1,0,0,0,-,0,0
김우석,72108,LG,4,0,0,0,-,0,0
김재학,71150,LG,2,0,0,0,-,0,0
김재현,94107,LG,50,0,0,0,-,0,0
김정민,93112,LG,9,0,0,0,-,0,0
김진유,73168,LG,1,0,0,0,-,0,0
박만채,71136,LG,3,0,0,0,-,0,0
박용진,71120,LG,1,0,0,0,-,0,0
서승화,72157,LG,8,0,0,0,-,0,0
성영재,93817,LG,1,0,0,0,-,0,0
손지환,97103,LG,61,2,0,2,0.0,0,0
알칸트라,73123,LG,79,1,0,1,0.0,0,0
유택현,94228,LG,4,0,0,0,-,0,0
윤현식,70148,LG,5,1,0,1,0.0,0,0
이동현,71118,LG,1,0,0,0,-,0,0
이상훈,93147,LG,7,0,0,0,-,0,0
이승호,99137,LG,1,0,0,0,-,0,0
이일의,72195,LG,2,0,0,0,-,0,0
장문석,97126,LG,3,0,0,0,-,0,0
장재중,94843,LG,57,0,0,0,-,0,0
전승남,97140,LG,4,0,0,0,-,0,0
조인성,98144,LG,132,1,0,1,0.0,0,0
최만호,97351,LG,93,2,0,2,0.0,0,0
추승우,72139,LG,5,0,0,0,-,0,0
허문회,94145,LG,23,0,0,0,-,0,0
고우석,73629,KIA,1,0,0,0,-,0,0
김경진,99614,KIA,18,0,0,0,-,0,0
김주호,73604,KIA,31,0,0,0,-,0,0
김지훈,98457,KIA,39,0,0,0,-,0,0
리오스,72659,KIA,1,0,0,0,-,0,0
서동욱,73606,KIA,42,1,0,1,0.0,0,0
신용운,72649,KIA,4,0,0,0,-,0,0
오봉옥,92403,KIA,2,0,0,0,-,0,0
오우진,71638,KIA,2,0,0,0,-,0,0
오철민,97621,KIA,3,0,0,0,-,0,0
유동훈,99639,KIA,1,0,0,0,-,0,0
이강철,89620,KIA,2,0,0,0,-,0,0
임준혁,73632,KIA,5,0,0,0,-,0,0
정원,71636,KIA,1,0,0,0,-,0,0
조민철,72623,KIA,5,0,0,0,-,0,0
존슨,73653,KIA,1,0,0,0,-,0,0
진필중,95235,KIA,1,0,0,0,-,0,0
차일목,73602,KIA,6,0,0,0,-,0,0
강병식,72325,현대,43,1,0,1,0.0,0,0
권준헌,90315,현대,2,0,0,0,-,0,0
김민우,72303,현대,15,1,0,1,0.0,0,0
김성태,70345,현대,3,0,0,0,-,0,0
마일영,70329,현대,1,0,0,0,-,0,0
서한규,98504,현대,35,0,0,0,-,0,0
신철인,70323,현대,2,0,0,0,-,0,0
이대환,72333,현대,3,0,0,0,-,0,0
이상열,96720,현대,1,0,0,0,-,0,0
전근표,70364,현대,61,0,0,0,-,0,0
조용준,72351,현대,3,0,0,0,-,0,0
채종국,98315,현대,90,0,0,0,-,0,0
최익성,94426,현대,33,0,0,0,-,0,0
황두성,97423,현대,1,0,0,0,-,0,0
강인권,95712,두산,67,3,0,3,0.0,0,0
구자운,99245,두산,1,0,0,0,-,0,0
문희성,97219,두산,71,1,0,1,0.0,0,0
백대운,73246,두산,9,0,0,0,-,0,0
백승훈,73231,두산,2,0,0,0,-,0,0
윤태수,71252,두산,6,0,0,0,-,0,0
이경환,72253,두산,21,0,0,0,-,0,0
이리키,73229,두산,2,0,0,0,-,0,0
이재영,72216,두산,3,0,0,0,-,0,0
정종수,73232,두산,17,0,0,0,-,0,0
쿨바,73233,두산,44,0,0,0,-,0,0
키퍼,72653,두산,1,0,0,0,-,0,0
홍원기,96723,두산,124,3,0,3,0.0,0,0
강성우,92509,SK,39,0,0,0,-,0,0
김강민,71837,SK,2,0,0,0,-,0,0
김동건,71806,SK,2,0,0,0,-,0,0
김명완,70839,SK,1,0,0,0,-,0,0
김형철,73827,SK,2,0,0,0,-,0,0
박두일,72819,SK,1,0,0,0,-,0,0
송수근,73853,SK,2,0,0,0,-,0,0
송은범,73801,SK,1,0,0,0,-,0,0
윤길현,72862,SK,1,0,0,0,-,0,0
윤형국,72852,SK,4,0,0,0,-,0,0
이대수,72860,SK,10,0,0,0,-,0,0
정상호,71842,SK,21,0,0,0,-,0,0
조웅천,90350,SK,2,0,0,0,-,0,0
조중근,71835,SK,11,0,0,0,-,0,0
채종범,70833,SK,94,0,0,0,-,0,0
최태원,93807,SK,33,1,0,1,0.0,0,0
강석천,89778,한화,8,0,0,0,-,0,0
기론,99548,한화,1,0,0,0,-,0,0
김무성,71763,한화,2,0,0,0,-,0,0
김승권,95710,한화,36,1,0,1,0.0,0,0
김종석,89214,한화,78,3,0,3,0.0,0,0
김홍집,93311,한화,1,0,0,0,-,0,0
마정길,72749,한화,3,0,0,0,-,0,0
맹진국,73713,한화,9,0,0,0,-,0,0
박정진,99737,한화,3,0,0,0,-,0,0
송진우,89770,한화,2,0,0,0,-,0,0
송혁,72765,한화,2,0,0,0,-,0,0
신민기,73736,한화,21,0,0,0,-,0,0
심광호,96722,한화,41,0,0,0,-,0,0
안영명,73738,한화,5,0,0,0,-,0,0
이도형,93225,한화,125,1,0,1,0.0,0,0
이상목,90853,한화,1,0,0,0,-,0,0
이양기,73725,한화,1,0,0,0,-,0,0
정성열,99449,한화,8,0,0,0,-,0,0
조경택,92204,한화,48,0,0,0,-,0,0
조규수,70755,한화,2,0,0,0,-,0,0
조정권,71463,한화,14,0,0,0,-,0,0
채상병,72742,한화,25,0,0,0,-,0,0
피코타,72756,한화,9,0,0,0,-,0,0
한용덕,88770,한화,2,0,0,0,-,0,0
강상수,94526,롯데,2,0,0,0,-,0,0
김대익,96503,롯데,48,1,0,1,0.0,0,0
김영화,73540,롯데,7,0,0,0,-,0,0
문규현,72546,롯데,17,0,0,0,-,0,0
박경진,99544,롯데,10,0,0,0,-,0,0
박남섭,71815,롯데,29,1,0,1,0.0,0,0
박연수,98130,롯데,72,3,0,3,0.0,0,0
박정준,73543,롯데,1,0,0,0,-,0,0
박정태,91514,롯데,50,1,0,1,0.0,0,0
변인재,72562,롯데,1,0,0,0,-,0,0
보이,73503,롯데,7,0,0,0,-,0,0
이계성,96468,롯데,59,1,0,1,0.0,0,0
이대호,71564,롯데,54,2,0,2,0.0,0,0
이동욱,97515,롯데,21,1,0,1,0.0,0,0
이정훈,97541,롯데,2,0,0,0,-,0,0
임경완,98521,롯데,1,0,0,0,-,0,0
정보명,73513,롯데,2,0,0,0,-,0,0
허일상,72522,롯데,58,0,0,0,-,0,0
