선수명,ID,팀명,경기,도루시도,도루허용,도루실패,도루성공률,주루사,견제사
이현호,61214,두산,4,0,0,0,-,0,0
정진철,65293,두산,2,0,0,0,-,0,0
정진호,61208,두산,31,2,0,2,0.0,0,0
진야곱,78257,두산,1,0,0,0,-,0,0
최용제,64213,두산,4,0,0,0,-,0,1
최재훈,78288,두산,22,0,0,0,-,1,0
최주환,76267,두산,85,0,0,0,-,1,0
함덕주,63248,두산,1,0,0,0,-,0,0
홍성흔,99222,두산,17,1,0,1,0.0,1,0
권정웅,65412,삼성,3,0,0,0,-,0,0
김태완,74158,삼성,34,0,0,0,-,0,0
나성용,61742,삼성,6,0,0,0,-,0,0
박계범,64468,삼성,5,0,0,0,-,0,0
발디리스,66452,삼성,44,0,0,0,-,3,0
성의준,62406,삼성,24,0,0,0,-,0,0
심창민,61411,삼성,1,0,0,0,-,0,0
안지만,72463,삼성,1,0,0,0,-,0,0
우동균,78454,삼성,33,0,0,0,-,0,0
이상훈,60724,삼성,8,0,0,0,-,0,0
이성규,66409,삼성,6,0,0,0,-,0,0
이정식,74402,삼성,7,0,0,0,-,0,0
이흥련,63440,삼성,85,0,0,0,-,1,0
임대한,66493,삼성,1,0,0,0,-,0,0
장필준,77927,삼성,1,0,0,0,-,0,0
조동찬,72466,삼성,90,1,0,1,0.0,3,0
황선도,66469,삼성,1,0,0,0,-,0,0
강구성,62917,NC,2,0,0,0,-,0,0
강민국,64906,NC,24,0,0,0,-,0,0
구창모,65933,NC,1,0,0,0,-,0,0
권희동,63963,NC,14,1,0,1,0.0,2,0
김선규,75852,NC,1,0,0,0,-,0,0
김진성,75867,NC,3,0,0,0,-,0,0
김태군,78122,NC,134,0,0,0,-,3,0
김태진,64984,NC,2,0,0,0,-,0,0
김학성,64960,NC,1,0,0,0,-,0,0
도태훈,66965,NC,6,0,0,0,-,0,0
민성기,78366,NC,1,0,0,0,-,0,0
박광열,64944,NC,13,0,0,0,-,0,0
박민석,78243,NC,1,0,0,0,-,0,0
박세웅,62926,NC,1,0,0,0,-,0,0
박준영,66928,NC,3,0,0,0,-,0,0
배재환,64995,NC,2,0,0,0,-,0,0
용덕한,74223,NC,88,0,0,0,-,0,0
원종현,76118,NC,2,0,0,0,-,0,0
윤병호,62016,NC,11,0,0,0,-,0,1
이민호,62929,NC,3,0,0,0,-,0,0
이재학,60263,NC,1,0,0,0,-,0,0
임정호,63959,NC,1,0,0,0,-,0,0
임창민,78352,NC,6,0,0,0,-,0,0
장현식,63950,NC,1,0,0,0,-,0,0
조평호,74358,NC,3,0,0,0,-,0,0
지석훈,73306,NC,141,2,0,2,0.0,3,0
최금강,62966,NC,1,0,0,0,-,0,0
김민준,63339,넥센,20,1,0,1,0.0,0,0
김세현,76350,넥센,2,0,0,0,-,0,0
김웅빈,65898,넥센,10,0,0,0,-,0,0
김재현,62332,넥센,56,0,0,0,-,0,0
김택형,65343,넥센,1,0,0,0,-,0,0
마정길,72749,넥센,1,0,0,0,-,0,0
박윤,77848,넥센,7,0,0,0,-,0,0
오주원,74359,넥센,1,0,0,0,-,0,0
이정훈,97541,넥센,1,0,0,0,-,0,0
장시윤,63360,넥센,9,0,0,0,-,0,0
장영석,79334,넥센,23,1,0,1,0.0,1,1
주효상,66354,넥센,12,0,0,0,-,1,0
지재옥,62302,넥센,7,0,0,0,-,1,0
채태인,77463,넥센,124,1,0,1,0.0,3,1
허정협,65399,넥센,13,0,0,0,-,0,0
김기현,77869,SK,14,0,0,0,-,0,0
김승회,73248,SK,1,0,0,0,-,0,0
김주한,66859,SK,3,0,0,0,-,0,0
김태훈,79847,SK,1,0,0,0,-,0,0
나주환,73209,SK,24,4,0,4,0.0,0,0
라라,66825,SK,1,0,0,0,-,0,0
문광은,60845,SK,1,0,0,0,-,0,0
박민호,64893,SK,3,0,0,0,-,0,0
박정배,75250,SK,3,0,0,0,-,0,0
박희수,76858,SK,5,0,0,0,-,0,0
신재웅,75138,SK,2,0,0,0,-,0,0
유서준,64890,SK,8,0,0,0,-,1,0
이건욱,64861,SK,1,0,0,0,-,0,0
이대수,72860,SK,14,0,0,0,-,0,0
이정담,61557,SK,1,0,0,0,-,0,0
이진석,64895,SK,41,0,0,0,-,1,1
이현석,65869,SK,11,0,0,0,-,1,0
임석진,66833,SK,11,0,0,0,-,0,0
전유수,75340,SK,3,0,0,0,-,0,0
정영일,62056,SK,2,0,0,0,-,0,0
조성모,64802,SK,3,0,0,0,-,0,0
조한욱,65827,SK,1,0,0,0,-,0,0
채병용,71845,SK,2,0,0,0,-,0,0
최승준,76158,SK,76,0,0,0,-,1,0
최정용,65464,SK,48,0,0,0,-,1,2
강경학,61700,한화,46,0,0,0,-,2,0
권용관,95158,한화,40,0,0,0,-,0,1
권혁,72447,한화,1,0,0,0,-,0,0
김경태,60757,한화,1,0,0,0,-,0,0
김원석,62768,한화,11,0,0,0,-,0,0
김주현,66749,한화,4,0,0,0,-,0,0
김태완,76746,한화,24,0,0,0,-,0,0
김회성,79705,한화,28,0,0,0,-,0,0
로저스,65742,한화,1,0,0,0,-,0,0
박노민,74756,한화,5,0,0,0,-,0,0
박정진,99737,한화,1,0,0,0,-,0,0
박준혁,64724,한화,6,0,0,0,-,0,0
송주호,60404,한화,33,2,0,2,0.0,0,0
송창식,74731,한화,1,0,0,0,-,0,0
신성현,64086,한화,89,4,0,4,0.0,2,0
오선진,78756,한화,57,0,0,0,-,0,0
윤규진,73750,한화,1,0,0,0,-,0,0
이동훈,66702,한화,17,0,0,0,-,0,0
이성열,73136,한화,86,0,0,0,-,2,0
이양기,73725,한화,17,0,0,0,-,0,0
이종환,60667,한화,31,0,0,0,-,0,0
이태양,60768,한화,1,0,0,0,-,0,0
임익준,77464,한화,3,0,0,0,-,0,0
장민재,79764,한화,2,0,0,0,-,0,0
장운호,63700,한화,51,0,0,0,-,0,0
정범모,76720,한화,5,0,0,0,-,0,0
정우람,74857,한화,2,0,0,0,-,0,0
정현석,78745,한화,3,0,0,0,-,0,0
조인성,98144,한화,76,0,0,0,-,0,0
주현상,65707,한화,15,0,0,0,-,0,0
지성준,64717,한화,1,0,0,0,-,0,0
차일목,73602,한화,117,0,0,0,-,4,0
최윤석,60805,한화,11,0,0,0,-,0,0
최진행,74729,한화,28,0,0,0,-,0,0
허도환,77243,한화,48,0,0,0,-,0,1
김광수,70142,KIA,1,0,0,0,-,0,0
김다원,78765,KIA,25,0,0,0,-,0,0
김윤동,62648,KIA,1,0,0,0,-,0,0
김진우,72641,KIA,2,0,0,0,-,0,0
박준표,63638,KIA,1,0,0,0,-,0,0
배힘찬,72321,KIA,1,0,0,0,-,0,0
심동섭,60636,KIA,2,0,0,0,-,0,0
안치홍,79608,KIA,10,0,0,0,-,1,0
윤완주,62668,KIA,34,0,0,0,-,0,0
이성우,71184,KIA,55,0,0,0,-,1,1
이홍구,63634,KIA,106,1,0,1,0.0,1,0
임창용,95657,KIA,2,0,0,0,-,0,0
전상현,66609,KIA,1,0,0,0,-,0,0
정용운,79617,KIA,1,0,0,0,-,0,0
최병연,60658,KIA,12,0,0,0,-,0,0
최영필,97336,KIA,1,0,0,0,-,0,0
한기주,76610,KIA,1,0,0,0,-,0,0
한승택,63722,KIA,27,0,0,0,-,0,0
한승혁,61666,KIA,2,0,0,0,-,0,0
헥터,66643,KIA,3,0,0,0,-,0,0
홍건희,61643,KIA,4,0,0,0,-,0,0
홍재호,60605,KIA,22,0,0,0,-,0,0
황대인,65610,KIA,4,0,0,0,-,0,0
강동관,65514,롯데,2,0,0,0,-,0,0
김대륙,65513,롯데,58,0,0,0,-,0,0
김대우,78536,롯데,2,0,0,0,-,0,0
김사훈,61591,롯데,19,0,0,0,-,1,0
김준태,62558,롯데,68,0,0,0,-,3,1
김지수,65503,롯데,6,0,0,0,-,0,0
레일리,65546,롯데,1,0,0,0,-,0,0
박시영,60559,롯데,2,0,0,0,-,0,0
손승락,75321,롯데,4,0,0,0,-,0,0
손용석,76536,롯데,51,0,0,0,-,0,0
신본기,62556,롯데,25,1,0,1,0.0,0,0
안중열,64022,롯데,19,0,0,0,-,0,0
윤길현,72862,롯데,1,0,0,0,-,0,0
이정민,72551,롯데,1,0,0,0,-,0,0
정대현,71801,롯데,1,0,0,0,-,0,0
최준석,71552,롯데,116,0,0,0,-,4,0
홍성민,62655,롯데,1,0,0,0,-,0,0
황진수,78566,롯데,11,1,0,1,0.0,0,0
강승호,63123,LG,18,0,0,0,-,0,0
김대현,66145,LG,1,0,0,0,-,0,0
김지성,62007,LG,2,0,0,0,-,0,0
박성준,65120,LG,1,0,0,0,-,0,0
박재욱,64100,LG,26,0,0,0,-,1,1
백창수,60100,LG,10,1,0,1,0.0,0,0
소사,62698,LG,2,0,0,0,-,0,0
유강남,61102,LG,100,0,0,0,-,2,0
윤지웅,61329,LG,1,0,0,0,-,0,0
이병규,97109,LG,1,0,0,0,-,0,0
이승현,60146,LG,3,0,0,0,-,0,0
임정우,61891,LG,4,0,0,0,-,0,0
장준원,64115,LG,14,0,0,0,-,0,0
정상호,71842,LG,77,1,0,1,0.0,0,0
정현욱,96462,LG,1,0,0,0,-,0,0
조윤준,62147,LG,2,0,0,0,-,0,0
진해수,76650,LG,1,0,0,0,-,0,0
최경철,73824,LG,29,0,0,0,-,3,0
최동환,79140,LG,1,0,0,0,-,0,0
홍창기,66108,LG,3,0,0,0,-,0,0
김동명,77462,KT,21,0,0,0,-,0,0
김만수,65044,KT,1,0,0,0,-,0,0
김사율,99563,KT,1,0,0,0,-,0,0
김상현,70646,KT,62,1,0,1,0.0,3,0
김영환,63448,KT,12,0,0,0,-,1,0
김재윤,65062,KT,3,0,0,0,-,0,0
김종민,79364,KT,78,0,0,0,-,4,1
김진곤,63088,KT,13,0,0,0,-,0,0
마르테,65005,KT,91,0,0,0,-,2,0
박기혁,70553,KT,117,2,0,2,0.0,3,0
박세진,66047,KT,1,0,0,0,-,0,0
박용근,77104,KT,31,1,0,1,0.0,0,0
배우열,79191,KT,1,0,0,0,-,0,0
신현철,76304,KT,35,0,0,0,-,0,0
심재민,64017,KT,3,0,0,0,-,0,0
엄상백,65056,KT,2,0,0,0,-,0,0
정성곤,65058,KT,1,0,0,0,-,0,0
정주후,65096,KT,12,0,0,0,-,0,0
홍성무,65042,KT,1,0,0,0,-,0,0
홍성용,75149,KT,1,0,0,0,-,0,0
