선수명,ID,팀명,경기,도루시도,도루허용,도루실패,도루성공률,주루사,견제사
이범호,70756,KIA,138,7,3,4,42.9,6,0
이호신,77648,KIA,54,3,3,0,100,1,0
권용관,95158,한화,116,9,3,6,33.3,6,0
김태균,71752,한화,133,4,3,1,75.0,3,0
박기혁,70553,KT,126,3,3,0,100,9,0
배병옥,64166,KT,66,3,3,0,100,0,0
오정복,79453,KT,66,6,3,3,50.0,1,1
이승엽,95436,삼성,122,3,2,1,66.7,4,0
이흥련,63440,삼성,71,3,2,1,66.7,1,1
최선호,64493,삼성,33,2,2,0,100,1,0
최형우,72443,삼성,144,7,2,5,28.6,11,0
김지수,79300,넥센,104,3,2,1,66.7,0,0
임병욱,64346,넥센,40,6,2,4,33.3,1,1
김준완,63920,NC,30,3,2,1,66.7,0,1
용덕한,74223,NC,91,3,2,1,66.7,1,0
유강남,61102,LG,126,3,2,1,66.7,2,0
이병규,76100,LG,70,3,2,1,66.7,0,0
이진영,99810,LG,103,6,2,4,33.3,2,0
황목치승,63077,LG,24,2,2,0,100,0,0
로메로,65233,두산,76,2,2,0,100,6,1
박건우,79215,두산,70,3,2,1,66.7,2,0
안중열,64022,롯데,80,2,2,0,100,1,0
이우민,71565,롯데,75,2,2,0,100,1,0
임재철,99507,롯데,38,3,2,1,66.7,1,0
박준태,64657,KIA,51,3,2,1,66.7,1,0
김회성,79705,한화,83,6,2,4,33.3,4,0
주현상,65707,한화,103,2,2,0,100,4,2
이지찬,64013,KT,34,2,2,0,100,0,0
배영섭,79465,삼성,4,1,1,0,100,0,0
이지영,79456,삼성,124,3,1,2,33.3,4,0
김민성,77564,넥센,118,2,1,1,50.0,3,1
문우람,61363,넥센,63,2,1,1,50.0,0,0
김태군,78122,NC,144,2,1,1,50.0,3,1
강병의,61108,LG,8,3,1,2,33.3,0,0
안익훈,65115,LG,50,2,1,1,50.0,3,0
윤진호,79198,LG,30,1,1,0,100,2,0
김성현,76802,SK,129,5,1,4,20.0,5,2
이재원,76812,SK,140,4,1,3,25.0,5,1
정상호,71842,SK,113,3,1,2,33.3,5,1
유민상,62265,두산,15,1,1,0,100,1,0
김재유,65506,롯데,18,1,1,0,100,2,0
김주현,77669,롯데,47,1,1,0,100,0,0
오현근,78850,롯데,20,2,1,1,50.0,0,1
김다원,78765,KIA,108,1,1,0,100,4,2
박기남,74103,KIA,51,2,1,1,50.0,1,0
오준혁,61743,KIA,32,2,1,1,50.0,0,0
이홍구,63634,KIA,112,1,1,0,100,2,0
김경언,71610,한화,107,4,1,3,25.0,3,0
모건,65733,한화,10,2,1,1,50.0,1,0
이성열,73136,한화,101,2,1,1,50.0,0,1
이시찬,74148,한화,34,2,1,1,50.0,0,0
정범모,76720,한화,51,3,1,2,33.3,0,1
황선일,76404,한화,13,1,1,0,100,1,0
김동명,77462,KT,21,2,1,1,50.0,2,0
김선민,60496,KT,23,1,1,0,100,0,0
김영환,63448,KT,37,1,1,0,100,1,0
송민섭,64012,KT,28,1,1,0,100,2,0
신명철,71504,KT,89,1,1,0,100,4,0
장성우,78548,KT,133,3,1,2,33.3,5,1
장성호,96610,KT,49,1,1,0,100,1,0
강봉규,70224,삼성,5,0,0,0,-,0,0
김재현,64499,삼성,73,0,0,0,-,0,0
김정혁,61463,삼성,17,0,0,0,-,0,0
김태완,74158,삼성,4,0,0,0,-,0,0
박계범,64468,삼성,3,0,0,0,-,0,0
백상원,60456,삼성,52,0,0,0,-,0,1
심창민,61411,삼성,1,0,0,0,-,0,0
우동균,78454,삼성,37,2,0,2,0.0,1,0
윤영수,65405,삼성,4,0,0,0,-,0,0
이상훈,60724,삼성,4,0,0,0,-,0,0
이영욱,78467,삼성,38,1,0,1,0.0,0,0
이정식,74402,삼성,5,0,0,0,-,0,0
임창용,95657,삼성,2,0,0,0,-,0,0
정인욱,79440,삼성,1,0,0,0,-,0,0
진갑용,97202,삼성,39,0,0,0,-,2,0
채태인,77463,삼성,104,2,0,2,0.0,5,0
최민구,65447,삼성,6,0,0,0,-,0,0
강지광,79130,넥센,13,0,0,0,-,0,0
김민준,63339,넥센,2,0,0,0,-,0,0
김재현,62332,넥센,59,0,0,0,-,1,1
김택형,65343,넥센,1,0,0,0,-,0,0
마정길,72749,넥센,1,0,0,0,-,0,0
문성현,60336,넥센,2,0,0,0,-,0,0
박동원,79365,넥센,127,0,0,0,-,5,0
박헌도,79356,넥센,108,2,0,2,0.0,5,0
서동욱,73606,넥센,55,0,0,0,-,0,1
손승락,75321,넥센,1,0,0,0,-,0,0
송성문,65357,넥센,7,0,0,0,-,0,0
유선정,76322,넥센,17,0,0,0,-,1,0
장시윤,63360,넥센,17,1,0,1,0.0,0,0
장영석,79334,넥센,6,0,0,0,-,0,0
한현희,62363,넥센,2,0,0,0,-,0,0
허정협,65399,넥센,4,0,0,0,-,0,0
홍성갑,61366,넥센,7,0,0,0,-,0,1
강구성,62917,NC,4,0,0,0,-,0,0
강민국,64906,NC,1,0,0,0,-,0,0
강장산,64907,NC,2,0,0,0,-,0,0
고창성,78248,NC,1,0,0,0,-,0,0
김태진,64984,NC,1,0,0,0,-,0,0
노성호,62920,NC,1,0,0,0,-,0,0
노진혁,62931,NC,65,0,0,0,-,0,0
마낙길,62967,NC,1,1,0,1,0.0,0,0
민성기,78366,NC,3,0,0,0,-,0,0
박광열,64944,NC,33,1,0,1,0.0,1,0
박정준,73543,NC,19,0,0,0,-,0,0
손민한,97571,NC,1,0,0,0,-,0,0
윤병호,62016,NC,9,0,0,0,-,0,0
이민호,62929,NC,1,0,0,0,-,0,0
이창섭,60304,NC,16,0,0,0,-,0,0
이태양,61323,NC,1,0,0,0,-,0,0
이혜천,98259,NC,3,0,0,0,-,0,0
이호준,94629,NC,131,2,0,2,0.0,5,0
임정호,63959,NC,1,0,0,0,-,0,0
임창민,78352,NC,2,0,0,0,-,0,0
조평호,74358,NC,22,0,0,0,-,0,0
최금강,62966,NC,1,0,0,0,-,0,0
황윤호,62908,NC,10,0,0,0,-,0,0
김영관,62007,LG,20,0,0,0,-,0,0
김재성,65132,LG,9,0,0,0,-,1,0
김재율,61114,LG,1,0,0,0,-,0,0
김지용,60181,LG,3,0,0,0,-,0,0
나성용,61742,LG,40,0,0,0,-,1,0
박성준,65120,LG,11,0,0,0,-,1,0
백창수,60100,LG,25,0,0,0,-,0,1
봉중근,77147,LG,6,0,0,0,-,0,0
신승현,70839,LG,1,0,0,0,-,0,0
양원혁,64117,LG,3,0,0,0,-,0,0
유원상,76757,LG,1,0,0,0,-,0,0
이동현,71118,LG,4,0,0,0,-,0,0
이민재,61194,LG,28,1,0,1,0.0,1,1
이병규,97109,LG,54,0,0,0,-,0,0
이준형,62463,LG,1,0,0,0,-,0,0
장준원,64115,LG,20,0,0,0,-,1,0
조윤준,62147,LG,7,0,0,0,-,0,0
진해수,76650,LG,1,0,0,0,-,0,0
최동환,79140,LG,1,0,0,0,-,0,0
최승준,76158,LG,8,0,0,0,-,0,0
한나한,65104,LG,32,0,0,0,-,1,0
고효준,72523,SK,1,0,0,0,-,0,0
김기현,77869,SK,9,0,0,0,-,0,0
김민식,62864,SK,23,0,0,0,-,0,1
김연훈,77609,SK,49,1,0,1,0.0,2,0
박윤,77848,SK,17,0,0,0,-,0,0
박정배,75250,SK,1,0,0,0,-,0,0
박진만,96307,SK,78,2,0,2,0.0,3,0
박철우,64804,SK,19,0,0,0,-,0,0
서진용,61895,SK,1,0,0,0,-,0,0
신재웅,75138,SK,2,0,0,0,-,0,0
안정광,60865,SK,10,0,0,0,-,0,0
윤길현,72862,SK,1,0,0,0,-,0,0
윤중환,79869,SK,15,1,0,1,0.0,0,0
이대수,72860,SK,36,1,0,1,0.0,0,0
이재영,72216,SK,1,0,0,0,-,0,0
이진석,64895,SK,6,1,0,1,0.0,0,0
이창욱,77854,SK,1,0,0,0,-,0,0
이한진,76822,SK,1,0,0,0,-,0,0
이현석,65869,SK,3,0,0,0,-,0,0
정우람,74857,SK,5,0,0,0,-,0,0
채병용,71845,SK,1,0,0,0,-,0,0
최정민,62893,SK,8,0,0,0,-,0,1
허웅,72324,SK,18,0,0,0,-,0,0
홍명찬,76854,SK,5,0,0,0,-,0,0
국해성,79290,두산,11,0,0,0,-,0,0
김응민,60288,두산,4,0,0,0,-,0,0
김진형,79234,두산,14,0,0,0,-,0,0
노경은,73211,두산,1,0,0,0,-,0,0
니퍼트,61240,두산,1,0,0,0,-,0,0
루츠,65203,두산,8,0,0,0,-,0,0
류지혁,62234,두산,14,0,0,0,-,0,0
양종민,79530,두산,32,1,0,1,0.0,1,0
양현,61268,두산,1,0,0,0,-,0,0
오재일,75334,두산,66,0,0,0,-,0,0
이원재,77229,두산,1,0,0,0,-,0,0
이현승,76329,두산,2,0,0,0,-,0,0
장민석,71347,두산,53,1,0,1,0.0,1,0
진야곱,78257,두산,2,0,0,0,-,0,0
최영진,61197,두산,1,0,0,0,-,0,0
최재훈,78288,두산,71,0,0,0,-,1,0
최주환,76267,두산,100,3,0,3,0.0,3,1
함덕주,63248,두산,2,0,0,0,-,0,0
강동수,65515,롯데,22,0,0,0,-,0,0
강민호,74540,롯데,123,0,0,0,-,5,0
김대륙,65513,롯데,71,1,0,1,0.0,2,0
김준태,62558,롯데,27,0,0,0,-,0,0
박세웅,64021,롯데,1,0,0,0,-,1,0
박종윤,71562,롯데,98,1,0,1,0.0,4,0
박준서,71815,롯데,3,0,0,0,-,0,0
박진형,63512,롯데,1,0,0,0,-,0,0
배장호,76540,롯데,1,0,0,0,-,0,0
백민기,63559,롯데,8,0,0,0,-,0,0
손용석,76536,롯데,38,0,0,0,-,3,0
심수창,74167,롯데,2,0,0,0,-,0,0
오윤석,64504,롯데,29,0,0,0,-,0,0
이성민,63935,롯데,3,0,0,0,-,0,0
이여상,76435,롯데,6,0,0,0,-,0,0
이정민,72551,롯데,3,0,0,0,-,0,0
조홍석,63593,롯데,3,0,0,0,-,1,0
최준석,71552,롯데,144,0,0,0,-,3,1
홍성민,62655,롯데,2,0,0,0,-,0,0
황동채,76562,롯데,2,0,0,0,-,0,0
황진수,78566,롯데,2,0,0,0,-,1,0
김광수,70142,KIA,2,0,0,0,-,0,0
김병현,62349,KIA,1,0,0,0,-,0,0
김주형,74605,KIA,45,0,0,0,-,0,0
김준,78823,KIA,1,0,0,0,-,0,0
김태영,71255,KIA,3,0,0,0,-,0,0
노수광,63704,KIA,10,0,0,0,-,0,0
문경찬,65643,KIA,2,0,0,0,-,0,0
박정수,65639,KIA,4,0,0,0,-,0,0
박준표,63638,KIA,1,0,0,0,-,0,0
스틴슨,65658,KIA,1,0,0,0,-,0,0
심동섭,60636,KIA,4,0,0,0,-,0,0
에반,65630,KIA,1,0,0,0,-,0,0
윤석민,75620,KIA,4,0,0,0,-,0,0
윤완주,62668,KIA,28,0,0,0,-,1,0
이성우,71184,KIA,79,0,0,0,-,1,0
이은총,64602,KIA,11,0,0,0,-,1,1
이인행,60648,KIA,20,0,0,0,-,1,0
전현태,75706,KIA,2,0,0,0,-,0,0
차일목,73602,KIA,11,0,0,0,-,0,0
최병연,60658,KIA,19,0,0,0,-,0,0
최영필,97336,KIA,3,0,0,0,-,0,0
최희섭,77623,KIA,42,0,0,0,-,4,0
한기주,76610,KIA,1,0,0,0,-,0,0
한승혁,61666,KIA,6,0,0,0,-,0,0
험버,65659,KIA,1,0,0,0,-,0,0
홍건희,61643,KIA,1,0,0,0,-,0,0
황대인,65610,KIA,22,0,0,0,-,1,0
황수현,63698,KIA,2,0,0,0,-,0,0
고동진,74745,한화,27,0,0,0,-,0,0
권혁,72447,한화,9,0,0,0,-,0,0
김기현,62919,한화,1,0,0,0,-,0,0
김민우,65764,한화,1,0,0,0,-,0,0
김태완,76746,한화,22,0,0,0,-,0,0
박노민,74756,한화,23,0,0,0,-,0,0
박성호,79760,한화,1,0,0,0,-,0,0
박정진,99737,한화,2,0,0,0,-,0,0
박한길,64764,한화,1,0,0,0,-,0,0
송광민,76753,한화,12,0,0,0,-,0,0
신성현,64086,한화,64,0,0,0,-,1,0
윤규진,73750,한화,2,0,0,0,-,0,0
이종환,60667,한화,44,0,0,0,-,0,1
이창열,64706,한화,5,0,0,0,-,0,0
임익준,77464,한화,4,0,0,0,-,0,0
정대훈,78760,한화,3,0,0,0,-,0,0
정현석,78745,한화,43,0,0,0,-,2,1
조인성,98144,한화,106,0,0,0,-,1,0
조정원,63792,한화,2,0,0,0,-,0,0
지성준,64717,한화,9,0,0,0,-,0,0
채기영,64085,한화,3,0,0,0,-,0,0
최진행,74729,한화,109,3,0,3,0.0,2,1
탈보트,62451,한화,1,0,0,0,-,0,0
폭스,65762,한화,38,0,0,0,-,1,0
하주석,62700,한화,4,0,0,0,-,0,0
한상훈,73703,한화,35,3,0,3,0.0,0,0
허도환,77243,한화,61,0,0,0,-,0,0
고영표,64001,KT,1,0,0,0,-,0,0
김기표,76119,KT,2,0,0,0,-,0,0
김민수,65048,KT,2,0,0,0,-,0,0
김사율,99563,KT,1,0,0,0,-,0,0
김종민,79364,KT,26,1,0,1,0.0,0,0
김태훈,65040,KT,22,0,0,0,-,0,0
댄블랙,65052,KT,54,0,0,0,-,2,0
마르테,65005,KT,115,0,0,0,-,2,0
모상기,76469,KT,8,0,0,0,-,0,0
문상철,64007,KT,51,0,0,0,-,1,0
배우열,79191,KT,1,0,0,0,-,0,0
심재민,64017,KT,1,0,0,0,-,0,0
안상빈,64041,KT,1,0,0,0,-,0,0
윤도경,78242,KT,4,0,0,0,-,0,0
윤여운,62537,KT,2,0,0,0,-,0,0
윤요섭,78892,KT,74,1,0,1,0.0,0,0
이창진,64560,KT,13,0,0,0,-,0,0
이해창,60343,KT,5,0,0,0,-,0,0
장시환,77318,KT,3,0,0,0,-,0,0
정대현,60264,KT,1,0,0,0,-,0,0
조무근,65067,KT,1,0,0,0,-,0,0
조중근,71835,KT,25,0,0,0,-,0,0
홍성무,65042,KT,3,0,0,0,-,0,0
홍성용,75149,KT,1,0,0,0,-,0,0
황덕균,72261,KT,1,0,0,0,-,0,0
