선수명,ID,팀명,경기,도루시도,도루허용,도루실패,도루성공률,주루사,견제사
이강철,89620,KIA,3,0,0,0,-,0,0
이경원,96142,KIA,2,0,0,0,-,0,0
이동현,74620,KIA,1,0,0,0,-,0,0
이재주,92304,KIA,119,2,0,2,0.0,0,0
이정상,73654,KIA,6,0,0,0,-,0,0
최용호,95247,KIA,1,0,0,0,-,0,0
최향남,90687,KIA,1,0,0,0,-,0,0
허준,93705,KIA,11,0,0,0,-,0,0
강명구,73409,삼성,15,1,0,1,0.0,0,0
강영식,70615,삼성,1,0,0,0,-,0,0
고지행,73732,삼성,2,0,0,0,-,0,0
곽용섭,73455,삼성,1,0,0,0,-,0,0
권오준,99445,삼성,2,0,0,0,-,0,0
권혁,72447,삼성,2,0,0,0,-,0,0
김덕윤,71440,삼성,3,0,0,0,-,0,0
김영복,73438,삼성,4,0,0,0,-,0,0
김진웅,98451,삼성,1,0,0,0,-,0,0
김현욱,93453,삼성,1,0,0,0,-,0,0
로페즈,74430,삼성,22,0,0,0,-,0,0
박석민,74465,삼성,23,0,0,0,-,0,0
박석진,95459,삼성,2,0,0,0,-,0,0
박정환,70408,삼성,29,1,0,1,0.0,0,0
배영수,70425,삼성,2,0,0,0,-,0,0
안지만,72463,삼성,1,0,0,0,-,0,0
오리어리,74429,삼성,63,0,0,0,-,0,0
오상민,97815,삼성,1,0,0,0,-,0,0
윤성환,74454,삼성,3,0,0,0,-,0,0
이정식,74402,삼성,32,0,0,0,-,0,0
이태호,72448,삼성,11,0,0,0,-,0,0
임창용,95657,삼성,6,0,0,0,-,0,0
정현욱,96462,삼성,2,0,0,0,-,0,0
진갑용,97202,삼성,129,0,0,0,-,0,0
최익성,94426,삼성,18,0,0,0,-,0,0
최형우,72443,삼성,2,0,0,0,-,0,0
고상천,71745,한화,1,0,0,0,-,0,0
권영근,74704,한화,5,0,0,0,-,0,0
권준헌,90315,한화,5,0,0,0,-,0,0
김승권,95710,한화,28,1,0,1,0.0,0,0
김종석,89214,한화,21,0,0,0,-,0,0
김해님,97758,한화,1,0,0,0,-,0,0
문용민,73720,한화,1,0,0,0,-,0,0
박정진,99737,한화,4,0,0,0,-,0,0
백재호,97709,한화,69,0,0,0,-,0,0
송창식,74731,한화,1,0,0,0,-,0,0
신주영,72739,한화,1,0,0,0,-,0,0
심광호,96722,한화,52,1,0,1,0.0,0,0
안영명,73738,한화,2,0,0,0,-,0,0
오봉옥,92403,한화,1,0,0,0,-,0,0
윤경희,74761,한화,1,0,0,0,-,0,0
윤규진,73750,한화,1,0,0,0,-,0,0
이도형,93225,한화,66,0,0,0,-,0,0
이상현,70738,한화,2,0,0,0,-,0,0
이송영,71744,한화,1,0,0,0,-,0,0
이양기,73725,한화,10,0,0,0,-,0,0
이창훈,74746,한화,25,1,0,1,0.0,0,0
장종훈,87760,한화,70,1,0,1,0.0,0,0
정병희,72743,한화,3,0,0,0,-,0,0
조문기,74720,한화,1,0,0,0,-,0,0
조영민,74726,한화,1,0,0,0,-,0,0
조윤채,70723,한화,14,0,0,0,-,0,0
지연규,92701,한화,4,0,0,0,-,0,0
차명주,96570,한화,2,0,0,0,-,0,0
최영필,97336,한화,2,0,0,0,-,0,0
황우구,99731,한화,29,1,0,1,0.0,0,0
경헌호,70121,LG,1,0,0,0,-,0,0
김광삼,99152,LG,1,0,0,0,-,0,0
김광우,72163,LG,1,0,0,0,-,0,0
김용우,72131,LG,11,0,0,0,-,0,0
김우석,72108,LG,43,0,0,0,-,0,0
김재학,71150,LG,4,0,0,0,-,0,0
김정민,93112,LG,61,1,0,1,0.0,0,0
김태완,74158,LG,15,0,0,0,-,0,0
류택현,94228,LG,1,0,0,0,-,0,0
민경수,74130,LG,3,0,0,0,-,0,0
박기남,74103,LG,38,0,0,0,-,0,0
서승화,72157,LG,2,0,0,0,-,0,0
신윤호,94126,LG,1,0,0,0,-,0,0
심수창,74167,LG,1,0,0,0,-,0,0
안상준,95666,LG,14,0,0,0,-,0,0
양현석,70608,LG,52,0,0,0,-,0,0
우규민,73117,LG,1,0,0,0,-,0,0
유지현,94106,LG,16,0,0,0,-,0,0
이동현,71118,LG,1,0,0,0,-,0,0
이성열,73136,LG,1,0,0,0,-,0,0
이학준,74148,LG,4,0,0,0,-,0,0
장문석,97126,LG,1,0,0,0,-,0,0
장준관,70135,LG,1,0,0,0,-,0,0
전승남,97140,LG,1,0,0,0,-,0,0
정재복,73166,LG,1,0,0,0,-,0,0
진필중,95235,LG,5,0,0,0,-,0,0
최길성,70649,LG,16,0,0,0,-,0,0
최승환,70122,LG,7,0,0,0,-,0,0
한규식,99554,LG,45,1,0,1,0.0,0,0
허용,74169,LG,1,0,0,0,-,0,0
홍현우,90695,LG,39,0,0,0,-,0,0
강인권,95712,두산,79,0,0,0,-,0,0
구자운,99245,두산,4,0,0,0,-,0,0
김재호,74206,두산,36,0,0,0,-,0,0
레스,71649,두산,1,0,0,0,-,0,0
문희성,97219,두산,28,0,0,0,-,0,0
방승재,74242,두산,10,0,0,0,-,0,0
백승훈,73231,두산,5,1,0,1,0.0,0,0
손시헌,73213,두산,122,2,0,2,0.0,0,0
알칸트라,73123,두산,37,1,0,1,0.0,0,0
용덕한,74223,두산,5,0,0,0,-,0,0
윤상무,98246,두산,3,0,0,0,-,0,0
윤석민,74215,두산,3,0,0,0,-,0,0
이재영,72216,두산,3,0,0,0,-,0,0
이혜천,98259,두산,1,0,0,0,-,0,0
임재철,99507,두산,51,1,0,1,0.0,0,0
전병두,73228,두산,1,0,0,0,-,0,0
정성훈,96465,두산,7,0,0,0,-,0,0
정재훈,73241,두산,3,0,0,0,-,0,0
채상병,72742,두산,15,0,0,0,-,0,0
홍마태,74239,두산,6,0,0,0,-,0,0
홍원기,96723,두산,101,0,0,0,-,0,0
황윤성,92306,두산,3,0,0,0,-,0,0
가득염,92501,롯데,3,0,0,0,-,0,0
강민호,74540,롯데,3,0,0,0,-,0,0
강상수,94526,롯데,4,0,0,0,-,0,0
김만윤,73224,롯데,7,1,0,1,0.0,0,0
김승관,95468,롯데,59,1,0,1,0.0,0,0
김종성,74560,롯데,2,0,0,0,-,0,0
김태균,94415,롯데,40,0,0,0,-,0,0
노승욱,93357,롯데,2,0,0,0,-,0,0
노장진,93728,롯데,4,0,0,0,-,0,0
문규현,72546,롯데,8,1,0,1,0.0,0,0
박정태,91514,롯데,26,0,0,0,-,0,0
박진환,74565,롯데,23,0,0,0,-,0,0
성민국,74562,롯데,4,0,0,0,-,0,0
손민한,97571,롯데,5,0,0,0,-,0,0
심제훈,71648,롯데,3,0,0,0,-,0,0
이시온,73564,롯데,4,0,0,0,-,0,0
이정민,72551,롯데,1,0,0,0,-,0,0
이정훈,97541,롯데,4,0,0,0,-,0,0
임경완,98521,롯데,4,0,0,0,-,0,0
장원준,74513,롯데,1,0,0,0,-,0,0
조인신,73567,롯데,22,0,0,0,-,0,0
조효상,96704,롯데,10,0,0,0,-,0,0
최대성,74543,롯데,1,0,0,0,-,0,0
최준석,71552,롯데,10,0,0,0,-,0,0
허일상,72522,롯데,27,1,0,1,0.0,0,0
황이갑,74559,롯데,5,0,0,0,-,0,0
