선수명,ID,팀명,경기,도루시도,도루허용,도루실패,도루성공률,주루사,견제사
최정,75847,SK,130,6,1,5,16.7,0,0
강경학,61700,한화,59,2,1,1,50.0,0,1
김경언,71610,한화,38,1,1,0,100,1,0
임익준,77464,한화,30,1,1,0,100,1,0
차일목,73602,한화,52,2,1,1,50.0,0,0
김사훈,61591,롯데,57,1,1,0,100,0,0
이대호,71564,롯데,142,2,1,1,50.0,4,0
김상수,79402,삼성,42,2,1,1,50.0,3,0
배영섭,79465,삼성,92,1,1,0,100,2,0
안주형,66406,삼성,10,2,1,1,50.0,2,0
이승엽,95436,삼성,135,2,1,1,50.0,9,1
이현동,62499,삼성,16,1,1,0,100,0,0
정병곤,61104,삼성,74,1,1,0,100,0,0
최영진,61197,삼성,14,1,1,0,100,0,0
김동욱,77462,KT,83,1,1,0,100,3,0
김진곤,63088,KT,28,1,1,0,100,1,0
박경수,73113,KT,131,3,1,2,33.3,7,0
안치영,67006,KT,21,3,1,2,33.3,1,0
유민상,62265,KT,15,1,1,0,100,0,0
이해창,60343,KT,114,5,1,4,20.0,4,1
정주후,65096,KT,7,1,1,0,100,0,0
홍현빈,67005,KT,8,1,1,0,100,0,0
국해성,79290,두산,57,0,0,0,-,0,0
김강률,77263,두산,3,0,0,0,-,0,0
김명신,67246,두산,1,0,0,0,-,0,0
김민혁,65269,두산,18,0,0,0,-,0,0
김인태,63257,두산,31,0,0,0,-,1,0
박유연,67202,두산,3,0,0,0,-,0,0
서예일,66203,두산,22,0,0,0,-,0,0
이성곤,64266,두산,4,0,0,0,-,0,0
이용찬,77211,두산,4,0,0,0,-,0,0
이우성,63260,두산,2,0,0,0,-,0,0
황경태,66207,두산,2,0,0,0,-,0,0
강구성,62917,NC,1,0,0,0,-,0,0
강윤구,79358,NC,2,0,0,0,-,0,0
강진성,62925,NC,28,0,0,0,-,1,0
김종민,79364,NC,22,0,0,0,-,0,0
김진성,75867,NC,1,0,0,0,-,0,0
김찬형,66917,NC,2,0,0,0,-,0,0
김태군,78122,NC,132,1,0,1,0.0,4,0
김태우,62927,NC,3,0,0,0,-,0,0
노진혁,62931,NC,4,0,0,0,-,0,0
도태훈,66965,NC,32,0,0,0,-,1,0
박광열,64944,NC,60,0,0,0,-,1,0
신진호,67944,NC,9,0,0,0,-,0,0
원종현,76118,NC,1,0,0,0,-,0,0
유영준,63903,NC,2,0,0,0,-,0,0
윤수호,65064,NC,8,0,0,0,-,0,0
이민호,62929,NC,4,0,0,0,-,0,0
이원재,62025,NC,2,0,0,0,-,0,0
이재학,60263,NC,1,0,0,0,-,0,0
이형범,62951,NC,2,0,0,0,-,0,0
임정호,63959,NC,2,0,0,0,-,0,0
임창민,78352,NC,3,0,0,0,-,0,0
장현식,63950,NC,1,0,0,0,-,0,0
정수민,66960,NC,1,0,0,0,-,0,0
조영훈,75441,NC,16,0,0,0,-,0,0
조평호,74358,NC,29,1,0,1,0.0,0,0
최금강,62966,NC,1,0,0,0,-,0,0
최성영,66920,NC,2,0,0,0,-,0,0
황윤호,62908,NC,36,0,0,0,-,3,1
강지광,79130,넥센,1,0,0,0,-,0,0
김규민,62356,넥센,14,0,0,0,-,0,0
김민성,77564,넥센,133,1,0,1,0.0,2,0
김민준,63339,넥센,12,0,0,0,-,0,0
김상수,76430,넥센,1,0,0,0,-,0,0
김웅빈,65898,넥센,67,0,0,0,-,1,0
김재현,62332,넥센,70,0,0,0,-,1,0
김지수,79300,넥센,64,1,0,1,0.0,2,0
김태완,76746,넥센,46,0,0,0,-,0,1
김혜성,67304,넥센,16,0,0,0,-,0,0
대니돈,66306,넥센,20,0,0,0,-,1,0
박윤,77848,넥센,9,0,0,0,-,0,0
송성문,65357,넥센,38,1,0,1,0.0,1,0
이택근,73342,넥센,100,0,0,0,-,1,0
장영석,79334,넥센,60,0,0,0,-,2,0
주효상,66354,넥센,64,0,0,0,-,5,0
채태인,77463,넥센,109,1,0,1,0.0,3,1
초이스,67394,넥센,46,0,0,0,-,2,0
하영민,64350,넥센,1,0,0,0,-,0,0
한현희,62363,넥센,1,0,0,0,-,0,0
홍성갑,61366,넥센,7,0,0,0,-,0,0
고우석,67119,LG,1,0,0,0,-,0,0
김대현,66145,LG,1,0,0,0,-,0,0
김재율,61114,LG,75,1,0,1,0.0,1,0
김주성,66162,LG,2,0,0,0,-,0,0
김지용,60181,LG,1,0,0,0,-,0,0
로니,67134,LG,23,0,0,0,-,1,0
문선재,79113,LG,35,3,0,3,0.0,1,0
백승현,65109,LG,9,1,0,1,0.0,0,0
신정락,60140,LG,2,0,0,0,-,0,0
유재유,66160,LG,1,0,0,0,-,0,0
윤지웅,61329,LG,1,0,0,0,-,0,0
윤진호,79198,LG,14,0,0,0,-,0,0
이동현,71118,LG,1,0,0,0,-,0,0
이병규,76100,LG,19,0,0,0,-,0,0
장준원,64115,LG,8,0,0,0,-,0,0
정상호,71842,LG,79,0,0,0,-,1,0
정찬헌,78148,LG,1,0,0,0,-,0,0
조윤준,62147,LG,25,0,0,0,-,1,0
진해수,76650,LG,1,0,0,0,-,0,0
차우찬,76455,LG,1,0,0,0,-,0,0
최동환,79140,LG,4,0,0,0,-,0,0
최민창,65157,LG,13,1,0,1,0.0,0,0
고장혁,63636,KIA,67,1,0,1,0.0,2,0
고효준,72523,KIA,1,0,0,0,-,0,0
김광수,70142,KIA,4,0,0,0,-,0,0
김세현,76350,KIA,1,0,0,0,-,0,0
김윤동,62648,KIA,2,0,0,0,-,0,0
김주형,74605,KIA,57,0,0,0,-,0,0
김진우,72641,KIA,1,0,0,0,-,0,0
노관현,66804,KIA,9,0,0,0,-,0,0
박지훈,62637,KIA,1,0,0,0,-,0,0
박진태,67646,KIA,7,0,0,0,-,0,0
백용환,78643,KIA,15,0,0,0,-,1,0
손영민,76639,KIA,2,0,0,0,-,0,0
심동섭,60636,KIA,5,0,0,0,-,0,0
오준혁,61743,KIA,14,0,0,0,-,0,0
이범호,70756,KIA,115,0,0,0,-,2,1
이인행,60648,KIA,3,0,0,0,-,0,0
이정훈,67644,KIA,4,0,0,0,-,0,0
이진영,66657,KIA,18,1,0,1,0.0,0,1
이호신,77648,KIA,12,1,0,1,0.0,0,0
임기영,62754,KIA,1,0,0,0,-,0,0
임기준,60634,KIA,1,0,0,0,-,0,0
임창용,95657,KIA,4,0,0,0,-,0,0
최병연,60658,KIA,3,0,0,0,-,0,0
최영필,97336,KIA,1,0,0,0,-,0,0
최정민,62893,KIA,8,0,0,0,-,0,0
최형우,72443,KIA,142,1,0,1,0.0,3,0
한승택,63722,KIA,96,0,0,0,-,1,0
한승혁,61666,KIA,6,0,0,0,-,0,0
홍건희,61643,KIA,2,0,0,0,-,0,0
홍재호,60605,KIA,2,0,0,0,-,0,0
김주한,66859,SK,2,0,0,0,-,0,0
나주환,73209,SK,122,3,0,3,0.0,2,0
박성한,67893,SK,2,0,0,0,-,0,0
박승욱,62802,SK,73,4,0,4,0.0,1,0
서진용,61895,SK,1,0,0,0,-,0,0
워스,67827,SK,3,0,0,0,-,0,0
이성우,71184,SK,64,0,0,0,-,0,0
이재원,76812,SK,114,1,0,1,0.0,3,0
이홍구,63634,SK,53,0,0,0,-,0,0
전유수,75340,SK,1,0,0,0,-,0,0
정의윤,75151,SK,112,1,0,1,0.0,5,1
최승준,76158,SK,31,0,0,0,-,2,0
최정용,65464,SK,5,1,0,1,0.0,1,0
최항,62884,SK,37,1,0,1,0.0,2,1
허건엽,62892,SK,1,0,0,0,-,0,0
강상원,66710,한화,33,0,0,0,-,0,0
강승현,78552,한화,1,0,0,0,-,0,0
김원석,62768,한화,78,0,0,0,-,6,1
김주현,66749,한화,24,0,0,0,-,2,1
김태균,71752,한화,94,0,0,0,-,3,1
김태연,66704,한화,12,0,0,0,-,0,0
김회성,79705,한화,54,0,0,0,-,0,0
박상언,66707,한화,4,0,0,0,-,0,0
박상원,67703,한화,1,0,0,0,-,0,0
박준혁,64724,한화,8,0,0,0,-,2,0
송신영,99314,한화,1,0,0,0,-,0,0
심수창,74167,한화,2,0,0,0,-,0,0
안영명,73738,한화,1,0,0,0,-,0,0
이동걸,77452,한화,1,0,0,0,-,0,0
이양기,73725,한화,17,0,0,0,-,0,0
이종환,60667,한화,1,0,0,0,-,0,0
이창열,64706,한화,3,0,0,0,-,0,0
정범모,76720,한화,22,0,0,0,-,0,0
정우람,74857,한화,1,0,0,0,-,0,0
정현석,78745,한화,9,0,0,0,-,0,0
조인성,98144,한화,16,0,0,0,-,0,0
최윤석,60805,한화,21,0,0,0,-,0,0
최재훈,78288,한화,104,2,0,2,0.0,4,0
최진행,74729,한화,89,2,0,2,0.0,3,0
허도환,77243,한화,30,0,0,0,-,1,0
강동관,65514,롯데,1,0,0,0,-,0,0
강민호,74540,롯데,130,2,0,2,0.0,3,0
김대륙,65513,롯데,50,0,0,0,-,1,0
김대우,78536,롯데,12,0,0,0,-,1,1
김민수,67504,롯데,10,0,0,0,-,0,0
김상호,62559,롯데,80,3,0,3,0.0,1,0
김재유,65506,롯데,1,0,0,0,-,0,0
김주현,77669,롯데,2,0,0,0,-,0,0
나종덕,67539,롯데,5,0,0,0,-,1,0
노경은,73211,롯데,2,0,0,0,-,0,0
박시영,60559,롯데,1,0,0,0,-,0,0
박헌도,79356,롯데,56,0,0,0,-,0,0
손승락,75321,롯데,4,0,0,0,-,0,0
윤길현,72862,롯데,1,0,0,0,-,0,0
이명우,72535,롯데,1,0,0,0,-,0,0
장시환,77318,롯데,2,0,0,0,-,0,0
최준석,71552,롯데,125,0,0,0,-,4,0
권정웅,65412,삼성,61,0,0,0,-,0,0
김동호,79791,삼성,1,0,0,0,-,0,0
김민수,64793,삼성,13,0,0,0,-,0,0
김성윤,67449,삼성,22,0,0,0,-,0,0
김승현,66492,삼성,1,0,0,0,-,0,0
나성용,61742,삼성,6,1,0,1,0.0,0,0
나원탁,67454,삼성,12,0,0,0,-,0,0
문선엽,60464,삼성,4,0,0,0,-,0,0
박근홍,74630,삼성,1,0,0,0,-,0,0
박한이,71432,삼성,68,0,0,0,-,1,0
백상원,60456,삼성,28,0,0,0,-,0,0
성의준,62406,삼성,11,0,0,0,-,0,0
심창민,61411,삼성,1,0,0,0,-,0,0
우동균,78454,삼성,8,0,0,0,-,0,0
이성규,66409,삼성,15,0,0,0,-,0,0
이영욱,78467,삼성,6,0,0,0,-,0,0
장필준,77927,삼성,3,0,0,0,-,0,0
최경철,73824,삼성,25,0,0,0,-,1,0
최원제,77466,삼성,11,0,0,0,-,0,0
최충연,66451,삼성,1,0,0,0,-,0,0
강장산,64907,KT,1,0,0,0,-,0,0
김만수,65044,KT,10,0,0,0,-,1,0
김사율,99563,KT,1,0,0,0,-,0,0
김연훈,77609,KT,19,0,0,0,-,0,0
김재윤,65062,KT,5,0,0,0,-,0,0
남태혁,66052,KT,31,0,0,0,-,0,0
류희운,64029,KT,1,0,0,0,-,0,0
배우열,79191,KT,1,0,0,0,-,0,0
배제성,65516,KT,1,0,0,0,-,0,0
심재민,64017,KT,1,0,0,0,-,0,0
엄상백,65056,KT,3,0,0,0,-,0,0
오정복,79453,KT,81,1,0,1,0.0,2,0
유한준,74339,KT,133,2,0,2,0.0,2,0
윤근영,75730,KT,1,0,0,0,-,0,0
윤석민,74215,KT,142,1,0,1,0.0,7,0
윤요섭,78892,KT,22,0,0,0,-,0,0
이상화,77563,KT,4,0,0,0,-,0,0
이재근,67092,KT,6,0,0,0,-,0,0
이진영,99810,KT,103,0,0,0,-,2,0
장성우,78548,KT,118,4,0,4,0.0,2,0
조무근,65067,KT,1,0,0,0,-,0,0
주권,65060,KT,2,0,0,0,-,0,0
홍성무,65042,KT,1,0,0,0,-,0,0
홍성용,75149,KT,2,0,0,0,-,0,0
