선수명,ID,팀명,경기,도루시도,도루허용,도루실패,도루성공률,주루사,견제사
김선빈,78603,KIA,33,2,2,0,100,1,1
박기남,74103,KIA,90,7,2,5,28.6,4,1
박준태,64657,KIA,32,2,2,0,100,0,0
이범호,70756,KIA,105,4,2,2,50.0,3,0
이흥련,63440,삼성,88,1,1,0,100,1,0
채태인,77463,삼성,124,1,1,0,100,3,0
고영민,72214,두산,52,2,1,1,50.0,3,0
김재환,78224,두산,52,1,1,0,100,1,0
박건우,79215,두산,47,1,1,0,100,0,0
오재일,75334,두산,75,2,1,1,50.0,0,0
최주환,76267,두산,82,2,1,1,50.0,5,0
칸투,64203,두산,111,1,1,0,100,3,0
박용근,77104,LG,27,1,1,0,100,0,0
이병규,97109,LG,62,2,1,1,50.0,0,0
고종욱,61353,넥센,8,1,1,0,100,0,1
김지수,79300,넥센,28,1,1,0,100,0,0
서동욱,73606,넥센,39,1,1,0,100,1,0
안태영,74460,넥센,41,1,1,0,100,0,0
강민호,74540,롯데,98,3,1,2,33.3,3,0
김대우,78536,롯데,18,1,1,0,100,1,0
신본기,62556,롯데,63,2,1,1,50.0,2,0
최준석,71552,롯데,121,1,1,0,100,1,0
하준호,78517,롯데,31,2,1,1,50.0,0,0
김상현,70646,SK,42,2,1,1,50.0,1,0
신현철,76304,SK,60,1,1,0,100,1,0
안정광,60865,SK,15,2,1,1,50.0,0,0
김성욱,62934,NC,26,1,1,0,100,0,0
김준완,63920,NC,6,1,1,0,100,0,0
조영훈,75441,NC,92,2,1,1,50.0,0,0
지석훈,73306,NC,114,2,1,1,50.0,4,1
이성우,71184,KIA,63,1,1,0,100,1,0
김경언,71610,한화,89,4,1,3,25.0,2,0
송주호,60404,한화,17,1,1,0,100,1,0
이양기,73725,한화,45,1,1,0,100,1,0
이창열,64706,한화,22,1,1,0,100,1,1
장운호,63700,한화,39,2,1,1,50.0,2,0
정범모,76720,한화,85,1,1,0,100,1,0
최진행,74729,한화,99,3,1,2,33.3,1,0
권혁,72447,삼성,1,0,0,0,-,0,0
김건한,71851,삼성,1,0,0,0,-,0,0
김기태,76461,삼성,1,0,0,0,-,0,0
김재현,64499,삼성,8,0,0,0,-,1,0
김정혁,61463,삼성,2,0,0,0,-,0,0
김태완,74158,삼성,65,0,0,0,-,3,0
김희석,64492,삼성,2,0,0,0,-,0,0
문선엽,60464,삼성,3,0,0,0,-,0,0
박근홍,74630,삼성,1,0,0,0,-,0,0
박석민,74465,삼성,110,1,0,1,0.0,4,0
백상원,60456,삼성,31,0,0,0,-,0,0
백정현,77446,삼성,1,0,0,0,-,0,0
밴덴헐크,63432,삼성,1,0,0,0,-,0,0
심창민,61411,삼성,1,0,0,0,-,0,0
안지만,72463,삼성,1,0,0,0,-,0,0
우동균,78454,삼성,30,0,0,0,-,0,0
이상훈,60724,삼성,10,0,0,0,-,0,0
이정식,74402,삼성,7,0,0,0,-,0,0
임창용,95657,삼성,1,0,0,0,-,0,0
정현,63450,삼성,5,0,0,0,-,0,0
조현근,75268,삼성,1,0,0,0,-,0,0
진갑용,97202,삼성,11,0,0,0,-,0,0
김응민,60288,두산,11,0,0,0,-,0,0
김진형,79234,두산,28,0,0,0,-,0,0
니퍼트,61240,두산,1,0,0,0,-,0,0
양종민,79530,두산,5,0,0,0,-,0,0
오장훈,79544,두산,1,0,0,0,-,0,0
이성곤,64266,두산,4,0,0,0,-,0,0
이용찬,77211,두산,2,0,0,0,-,0,0
이원석,75566,두산,79,0,0,0,-,1,0
이현승,76329,두산,1,0,0,0,-,0,0
최병욱,64259,두산,1,0,0,0,-,0,0
최영진,61197,두산,4,0,0,0,-,0,0
최재훈,78288,두산,48,2,0,2,0.0,2,0
권용관,95158,LG,8,0,0,0,-,0,0
김영관,62007,LG,13,0,0,0,-,1,0
김재민,63125,LG,38,0,0,0,-,0,0
봉중근,77147,LG,3,0,0,0,-,0,0
스나이더,64158,LG,37,2,0,2,0.0,1,0
신승현,70839,LG,1,0,0,0,-,0,0
신재웅,75138,LG,1,0,0,0,-,0,0
유원상,76757,LG,1,0,0,0,-,0,0
윤요섭,78892,LG,27,0,0,0,-,0,0
윤지웅,61329,LG,1,0,0,0,-,0,0
이동현,71118,LG,2,0,0,0,-,0,0
임재철,99507,LG,53,0,0,0,-,0,0
정찬헌,78148,LG,2,0,0,0,-,0,0
조윤준,62147,LG,5,0,0,0,-,0,0
최승준,76158,LG,20,0,0,0,-,0,0
현재윤,72427,LG,14,0,0,0,-,1,0
강지광,79130,넥센,1,0,0,0,-,0,0
박동원,79365,넥센,76,0,0,0,-,1,0
배힘찬,72321,넥센,1,0,0,0,-,0,0
손승락,75321,넥센,1,0,0,0,-,0,0
오윤,70312,넥센,6,0,0,0,-,0,0
윤석민,74215,넥센,99,0,0,0,-,0,1
임태준,77326,넥센,17,0,0,0,-,1,0
허도환,77243,넥센,93,0,0,0,-,4,0
홍성갑,61366,넥센,2,0,0,0,-,1,0
강영식,70615,롯데,1,0,0,0,-,0,0
고도현,63563,롯데,4,0,0,0,-,0,0
김사훈,61591,롯데,4,0,0,0,-,0,0
김승회,73248,롯데,1,0,0,0,-,0,0
김주현,77669,롯데,9,0,0,0,-,0,0
박기혁,70553,롯데,22,1,0,1,0.0,0,0
박종윤,71562,롯데,123,2,0,2,0.0,5,0
박준서,71815,롯데,74,0,0,0,-,0,0
백민기,63559,롯데,9,1,0,1,0.0,0,0
손용석,76536,롯데,3,0,0,0,-,0,0
송승준,77591,롯데,1,0,0,0,-,0,0
심수창,74167,롯데,1,0,0,0,-,0,0
용덕한,74223,롯데,59,1,0,1,0.0,1,0
이승화,71565,롯데,44,3,0,3,0.0,3,0
이창진,64560,롯데,4,0,0,0,-,0,0
장성우,78548,롯데,43,0,0,0,-,0,0
장성호,96610,롯데,5,0,0,0,-,0,0
장원준,74513,롯데,1,0,0,0,-,0,0
정대현,71801,롯데,2,0,0,0,-,0,0
조성환,99543,롯데,6,0,0,0,-,0,0
조홍석,63593,롯데,2,0,0,0,-,0,0
최대성,74543,롯데,1,0,0,0,-,0,0
황동채,76562,롯데,12,0,0,0,-,0,0
황진수,78566,롯데,5,0,0,0,-,0,0
히메네스,64553,롯데,80,2,0,2,0.0,5,0
김도현,61360,SK,7,0,0,0,-,0,0
김정훈,60860,SK,1,0,0,0,-,0,0
박민호,64893,SK,1,0,0,0,-,0,0
박윤,77848,SK,6,0,0,0,-,1,0
박정배,75250,SK,1,0,0,0,-,0,0
박진만,96307,SK,19,1,0,1,0.0,0,0
박희수,76858,SK,2,0,0,0,-,0,0
스캇,64864,SK,33,0,0,0,-,1,0
여건욱,79825,SK,1,0,0,0,-,0,0
이대수,72860,SK,15,0,0,0,-,0,0
이재영,72216,SK,1,0,0,0,-,0,0
이한진,76822,SK,1,0,0,0,-,0,0
임경완,98521,SK,1,0,0,0,-,0,0
정상호,71842,SK,100,1,0,1,0.0,2,0
조성우,60891,SK,3,0,0,0,-,0,0
한동민,62895,SK,67,0,0,0,-,2,1
허웅,72324,SK,5,0,0,0,-,0,0
홍명찬,76854,SK,10,0,0,0,-,0,0
강민국,64906,NC,6,0,0,0,-,0,0
고창성,78248,NC,1,0,0,0,-,0,0
김진성,75867,NC,4,0,0,0,-,0,0
김태군,78122,NC,109,1,0,1,0.0,5,0
김태우,62927,NC,5,0,0,0,-,0,0
노진혁,62931,NC,26,1,0,1,0.0,0,0
마낙길,62967,NC,2,0,0,0,-,0,0
박명환,96251,NC,2,0,0,0,-,0,0
박정준,73543,NC,39,0,0,0,-,1,0
손민한,97571,NC,1,0,0,0,-,0,0
손정욱,63914,NC,1,0,0,0,-,0,0
이승재,76553,NC,12,0,0,0,-,1,0
이창섭,60304,NC,1,0,0,0,-,0,0
이태양,61323,NC,1,0,0,0,-,0,0
이태원,60102,NC,62,0,0,0,-,0,0
이현곤,72606,NC,7,0,0,0,-,0,0
이혜천,98259,NC,1,0,0,0,-,0,0
임창민,78352,NC,2,0,0,0,-,0,0
조평호,74358,NC,2,0,0,0,-,0,0
최금강,62966,NC,1,0,0,0,-,0,0
최재원,63913,NC,2,0,0,0,-,0,0
허준,75344,NC,28,0,0,0,-,0,0
홍성용,75149,NC,2,0,0,0,-,0,0
고영우,63636,KIA,21,0,0,0,-,0,0
김광연,63601,KIA,8,0,0,0,-,0,0
김병현,62349,KIA,1,0,0,0,-,0,0
김상훈,70612,KIA,9,0,0,0,-,0,0
김주형,74605,KIA,64,3,0,3,0.0,3,0
김지훈,64640,KIA,1,0,0,0,-,0,0
김진우,72641,KIA,1,0,0,0,-,0,0
김태영,71255,KIA,1,0,0,0,-,0,0
박성호,79760,KIA,1,0,0,0,-,0,0
박찬호,64646,KIA,17,0,0,0,-,0,0
백용환,78643,KIA,47,0,0,0,-,1,0
송은범,73801,KIA,2,0,0,0,-,0,0
신창호,76140,KIA,2,0,0,0,-,0,0
심동섭,60636,KIA,1,0,0,0,-,0,0
어센시오,64641,KIA,3,0,0,0,-,0,0
오두철,62022,KIA,2,0,0,0,-,0,0
윤완주,62668,KIA,5,0,0,0,-,0,0
이종환,60667,KIA,92,2,0,2,0.0,0,0
임준섭,62611,KIA,1,0,0,0,-,0,0
임준혁,73632,KIA,1,0,0,0,-,0,0
차일목,73602,KIA,94,2,0,2,0.0,2,0
한승혁,61666,KIA,1,0,0,0,-,0,0
강경학,61700,한화,41,0,0,0,-,1,0
고동진,74745,한화,73,2,0,2,0.0,3,0
김민수,64793,한화,35,0,0,0,-,1,0
김태균,71752,한화,118,2,0,2,0.0,5,0
김태완,76746,한화,89,0,0,0,-,0,0
김회성,79705,한화,59,0,0,0,-,1,0
노수광,63704,한화,1,0,0,0,-,0,0
박노민,74756,한화,2,0,0,0,-,0,0
박정진,99737,한화,1,0,0,0,-,0,0
박준혁,64724,한화,2,0,0,0,-,0,0
송창식,74731,한화,1,0,0,0,-,0,0
엄태용,62748,한화,17,0,0,0,-,0,0
윤규진,73750,한화,1,0,0,0,-,0,0
이준수,77654,한화,3,0,0,0,-,0,0
이희근,78739,한화,6,0,0,0,-,0,0
임익준,77464,한화,6,0,0,0,-,0,0
전현태,75706,한화,10,0,0,0,-,0,0
정현석,78745,한화,53,2,0,2,0.0,0,0
조인성,98144,한화,75,0,0,0,-,2,2
조정원,63792,한화,20,0,0,0,-,0,0
최영환,64718,한화,1,0,0,0,-,0,0
추승우,72139,한화,9,0,0,0,-,0,0
