선수명,ID,팀명,경기,도루시도,도루허용,도루실패,도루성공률,주루사,견제사
이승화,71565,롯데,87,7,4,3,57.1,0,0
정보명,73513,롯데,96,11,4,7,36.4,0,0
최희섭,77623,KIA,55,7,4,3,57.1,0,0
송지만,96761,우리,118,9,4,5,44.4,0,0
전상렬,91465,두산,59,6,3,3,50.0,0,0
강봉규,70224,삼성,81,7,3,4,42.9,0,0
최형우,72443,삼성,126,3,3,0,100,0,0
박현승,95518,롯데,73,7,3,4,42.9,0,0
강정호,76325,우리,116,4,3,1,75.0,0,0
이재원,76812,SK,82,2,2,0,100,0,0
김동주,98218,두산,109,4,2,2,50.0,0,0
이대수,72860,두산,90,6,2,4,33.3,0,0
고동진,74745,한화,31,2,2,0,100,0,0
김태균,71752,한화,115,2,2,0,100,0,0
윤재국,98808,한화,55,2,2,0,100,0,0
이영우,96734,한화,89,3,2,1,66.7,0,0
이희근,78739,한화,84,2,2,0,100,0,0
김창희,97644,삼성,103,3,2,1,66.7,0,0
박석민,74465,삼성,126,5,2,3,40.0,0,0
우동균,78454,삼성,63,5,2,3,40.0,0,0
현재윤,72427,삼성,67,2,2,0,100,0,0
김상현,70646,LG,75,5,2,3,40.0,0,0
가르시아,78595,롯데,125,3,2,1,66.7,0,0
강민호,74540,롯데,122,6,2,4,33.3,0,0
손광민,77532,롯데,80,5,2,3,40.0,0,0
이원석,75566,롯데,53,3,2,1,66.7,0,0
유재원,76656,KIA,13,2,2,0,100,0,0
이재주,92304,KIA,87,3,2,1,66.7,0,0
이호신,77648,KIA,10,3,2,1,66.7,0,0
채종범,70833,KIA,70,3,2,1,66.7,0,0
최경환,70117,KIA,65,2,2,0,100,0,0
김남형,77314,우리,21,3,2,1,66.7,0,0
오윤,70312,우리,31,2,2,0,100,0,0
박정환,70408,SK,25,2,1,1,50.0,0,0
안경현,92207,두산,51,2,1,1,50.0,0,0
유재웅,72220,두산,104,5,1,4,20.0,0,0
최준석,71552,두산,67,1,1,0,100,0,0
김수연,96777,한화,9,1,1,0,100,0,0
오승택,75736,한화,50,4,1,3,25.0,0,0
김우석,72108,삼성,8,1,1,0,100,0,0
양준혁,93410,삼성,114,2,1,1,50.0,0,0
진갑용,97202,삼성,105,2,1,1,50.0,0,0
채태인,77463,삼성,68,2,1,1,50.0,0,0
크루즈,77725,삼성,43,1,1,0,100,0,0
권용관,95158,LG,76,3,1,2,33.3,0,0
김용의,78217,LG,18,1,1,0,100,0,0
김정민,93112,LG,71,2,1,1,50.0,0,0
손인호,98538,LG,77,1,1,0,100,0,0
오태근,72169,LG,7,2,1,1,50.0,0,0
채종국,98315,LG,55,1,1,0,100,0,0
페타지니,78129,LG,68,1,1,0,100,0,0
김상훈,70612,KIA,35,2,1,1,50.0,0,0
김형철,73827,KIA,45,3,1,2,33.3,0,0
나지완,78629,KIA,73,3,1,2,33.3,0,0
최용규,78666,KIA,20,3,1,2,33.3,0,0
강귀태,72312,우리,104,2,1,1,50.0,0,0
브룸바,73324,우리,102,2,1,1,50.0,0,0
이숭용,94310,우리,109,3,1,2,33.3,0,0
장기영,71347,우리,9,2,1,1,50.0,0,0
조재호,72313,우리,49,3,1,2,33.3,0,0
조중근,71835,우리,31,1,1,0,100,0,0
가득염,92501,SK,3,0,0,0,-,0,0
권영진,78863,SK,31,0,0,0,-,0,0
김동건,71806,SK,14,0,0,0,-,0,0
김성현,76802,SK,6,0,0,0,-,0,0
김연훈,77609,SK,19,0,0,0,-,0,0
김원형,91848,SK,3,0,0,0,-,0,0
김재구,72850,SK,5,0,0,0,-,0,0
김재현,76869,SK,2,0,0,0,-,0,0
박연수,98130,SK,5,0,0,0,-,0,0
박정권,74846,SK,56,0,0,0,-,0,0
얀,78853,SK,2,0,0,0,-,0,0
오현근,78850,SK,5,1,0,1,0.0,0,0
윤길현,72862,SK,2,0,0,0,-,0,0
윤상균,78892,SK,7,0,0,0,-,0,0
이명기,76849,SK,6,1,0,1,0.0,0,0
이호준,94629,SK,8,0,0,0,-,0,0
정경배,96441,SK,33,0,0,0,-,0,0
정대현,71801,SK,6,0,0,0,-,0,0
정상호,71842,SK,81,1,0,1,0.0,0,0
정우람,74857,SK,1,0,0,0,-,0,0
조영민,74726,SK,4,0,0,0,-,0,0
조웅천,90350,SK,5,0,0,0,-,0,0
최상덕,94330,SK,1,0,0,0,-,0,0
금민철,75258,두산,1,0,0,0,-,0,0
김강률,77263,두산,1,0,0,0,-,0,0
김덕윤,71440,두산,1,0,0,0,-,0,0
김상현,71255,두산,2,0,0,0,-,0,0
김재환,78224,두산,14,1,0,1,0.0,0,0
김진수,98540,두산,5,0,0,0,-,0,0
레이어,78256,두산,2,0,0,0,-,0,0
박민석,78243,두산,2,0,0,0,-,0,0
이경환,72253,두산,1,0,0,0,-,0,0
이용찬,77211,두산,1,0,0,0,-,0,0
이원재,77229,두산,1,0,0,0,-,0,0
이재우,71260,두산,4,0,0,0,-,0,0
이혜천,98259,두산,1,0,0,0,-,0,0
임태훈,77251,두산,6,0,0,0,-,0,0
정재훈,73241,두산,9,0,0,0,-,0,0
진야곱,78257,두산,2,0,0,0,-,0,0
채상병,72742,두산,112,0,0,0,-,0,0
최승환,70122,두산,63,0,0,0,-,0,0
최재훈,78288,두산,1,0,0,0,-,0,0
최주환,76267,두산,16,0,0,0,-,0,0
김동영,75739,한화,4,0,0,0,-,0,0
김태완,76746,한화,124,1,0,1,0.0,0,0
김혁민,77748,한화,3,0,0,0,-,0,0
마정길,72749,한화,1,0,0,0,-,0,0
백승룡,75705,한화,2,0,0,0,-,0,0
송광민,76753,한화,75,0,0,0,-,0,0
양훈,75750,한화,1,0,0,0,-,0,0
연경흠,76743,한화,45,0,0,0,-,0,0
오선진,78756,한화,46,0,0,0,-,0,0
윤규진,73750,한화,1,0,0,0,-,0,0
이도형,93225,한화,54,0,0,0,-,0,0
정범모,76720,한화,3,1,0,1,0.0,0,0
정현석,78745,한화,11,0,0,0,-,0,0
조원우,94836,한화,5,0,0,0,-,0,0
최진행,74729,한화,3,0,0,0,-,0,0
토마스,78726,한화,7,0,0,0,-,0,0
한윤섭,78762,한화,6,0,0,0,-,0,0
김경모,78409,삼성,2,0,0,0,-,0,0
김동현,78413,삼성,14,1,0,1,0.0,0,0
모상기,76469,삼성,2,0,0,0,-,0,0
박종호,92906,삼성,33,1,0,1,0.0,0,0
백정현,77446,삼성,1,0,0,0,-,0,0
손승현,75442,삼성,4,0,0,0,-,0,0
손주인,72456,삼성,9,0,0,0,-,0,0
손지환,97103,삼성,45,1,0,1,0.0,0,0
심광호,96722,삼성,40,0,0,0,-,0,0
심정수,94204,삼성,22,1,0,1,0.0,0,0
오승환,75421,삼성,1,0,0,0,-,0,0
이영욱,78467,삼성,14,0,0,0,-,0,0
차우찬,76455,삼성,1,0,0,0,-,0,0
최원제,77466,삼성,1,0,0,0,-,0,0
경헌호,70121,LG,1,0,0,0,-,0,0
김광삼,99152,LG,13,1,0,1,0.0,0,0
김민기,97111,LG,1,0,0,0,-,0,0
김수형,78164,LG,1,0,0,0,-,0,0
김용우,72131,LG,25,0,0,0,-,0,0
김준호,77156,LG,29,0,0,0,-,0,0
김태군,78122,LG,6,0,0,0,-,0,0
김태완,74158,LG,37,0,0,0,-,0,0
김회권,76169,LG,1,0,0,0,-,0,0
서건창,78168,LG,1,0,0,0,-,0,0
서동욱,73606,LG,27,0,0,0,-,0,0
서성종,72822,LG,1,0,0,0,-,0,0
오상민,97815,LG,2,0,0,0,-,0,0
우규민,73117,LG,2,0,0,0,-,0,0
이범준,78119,LG,3,0,0,0,-,0,0
이병규,76100,LG,33,0,0,0,-,0,0
이재영,72216,LG,1,0,0,0,-,0,0
이종열,91015,LG,81,1,0,1,0.0,0,0
임도현,78128,LG,15,0,0,0,-,0,0
정의윤,75151,LG,38,0,0,0,-,0,0
정재복,73166,LG,4,0,0,0,-,0,0
조인성,98144,LG,102,0,0,0,-,0,0
최동수,94132,LG,110,3,0,3,0.0,0,0
강영식,70615,롯데,2,0,0,0,-,0,0
김문호,76509,롯데,3,0,0,0,-,0,0
김민성,77564,롯데,20,0,0,0,-,0,0
김이슬,77517,롯데,1,0,0,0,-,0,0
마해영,95549,롯데,32,0,0,0,-,0,0
박남섭,71815,롯데,26,0,0,0,-,0,0
박종윤,71562,롯데,15,0,0,0,-,0,0
서정호,74564,롯데,4,0,0,0,-,0,0
염종석,92508,롯데,2,0,0,0,-,0,0
이대호,71564,롯데,122,1,0,1,0.0,0,0
이동훈,75554,롯데,5,0,0,0,-,0,0
임경완,98521,롯데,2,0,0,0,-,0,0
전준우,78513,롯데,15,0,0,0,-,0,0
최기문,96224,롯데,29,1,0,1,0.0,0,0
최만호,97351,롯데,28,0,0,0,-,0,0
코르테스,78551,롯데,1,0,0,0,-,0,0
강동우,98420,KIA,45,1,0,1,0.0,0,0
고우석,73629,KIA,1,0,0,0,-,0,0
김경언,71610,KIA,8,0,0,0,-,0,0
김주현,77669,KIA,2,0,0,0,-,0,0
김주형,74605,KIA,62,1,0,1,0.0,0,0
디아즈,78665,KIA,1,0,0,0,-,0,0
박진영,78606,KIA,10,0,0,0,-,0,0
송산,75612,KIA,14,0,0,0,-,0,0
심재학,95114,KIA,1,0,0,0,-,0,0
안재만,97157,KIA,3,0,0,0,-,0,0
유용목,75404,KIA,6,0,0,0,-,0,0
이성우,71184,KIA,39,0,0,0,-,0,0
이영수,74650,KIA,15,0,0,0,-,0,0
진민호,76650,KIA,2,0,0,0,-,0,0
한기주,76610,KIA,2,0,0,0,-,0,0
강병식,72325,우리,71,2,0,2,0.0,0,0
권도영,73363,우리,84,1,0,1,0.0,0,0
김동수,90419,우리,94,0,0,0,-,0,0
김민우,72303,우리,16,0,0,0,-,0,0
김성현,78353,우리,2,0,0,0,-,0,0
김수경,98330,우리,2,0,0,0,-,0,0
김영민,76350,우리,1,0,0,0,-,0,0
노환수,73343,우리,2,0,0,0,-,0,0
다카쓰,78333,우리,3,0,0,0,-,0,0
민성기,78366,우리,1,0,0,0,-,0,0
박준수,70349,우리,2,0,0,0,-,0,0
배힘찬,72321,우리,1,0,0,0,-,0,0
송신영,99314,우리,3,0,0,0,-,0,0
스코비,77658,우리,1,0,0,0,-,0,0
유선정,76322,우리,15,0,0,0,-,0,0
이성재,78363,우리,7,0,0,0,-,0,0
이정호,71433,우리,3,0,0,0,-,0,0
이현승,76329,우리,1,0,0,0,-,0,0
전근표,70364,우리,32,0,0,0,-,0,0
전동수,78361,우리,11,0,0,0,-,0,0
전준호,94364,우리,1,0,0,0,-,0,0
정종수,73232,우리,1,0,0,0,-,0,0
조순권,76360,우리,1,0,0,0,-,0,0
조용훈,76357,우리,5,0,0,0,-,0,0
조평호,74358,우리,14,0,0,0,-,0,0
지석훈,73306,우리,12,0,0,0,-,0,0
차화준,75307,우리,3,0,0,0,-,0,0
최현종,74304,우리,18,1,0,1,0.0,0,0
허준,75344,우리,15,0,0,0,-,0,0
황두성,97423,우리,3,0,0,0,-,0,0
