선수명,ID,팀명,경기,도루시도,도루허용,도루실패,도루성공률,주루사,견제사
정진호,61208,두산,111,9,8,1,88.9,1,0
민병헌,76249,롯데,118,11,8,3,72.7,3,1
김규민,62356,넥센,104,12,8,4,66.7,2,0
김하성,64300,넥센,129,10,8,2,80.0,8,0
최재훈,78288,한화,128,8,8,0,100,6,0
류지혁,62234,두산,128,9,7,2,77.8,2,1
박건우,79215,두산,125,10,7,3,70.0,8,1
전준우,78513,롯데,144,14,7,7,50.0,4,3
김재현,76869,SK,53,8,7,1,87.5,2,0
김재호,74206,두산,131,8,6,2,75.0,5,1
양의지,76232,두산,133,6,6,0,100,6,0
김성현,76802,SK,135,8,6,2,75.0,4,0
이형종,78135,LG,118,10,6,4,60.0,5,2
강경학,61700,한화,77,9,6,3,66.7,1,2
정근우,75808,한화,102,11,6,5,54.5,8,0
김민식,62864,KIA,125,7,5,2,71.4,5,0
안치홍,79608,KIA,130,6,5,1,83.3,3,0
박세혁,62244,두산,89,5,5,0,100,0,0
정수빈,79231,두산,26,7,5,2,71.4,1,0
번즈,67598,롯데,133,7,5,2,71.4,3,1
나주환,73209,SK,119,11,5,6,45.5,4,0
가르시아,68103,LG,50,5,5,0,100,3,0
김민하,61554,한화,59,10,5,5,50.0,1,0
정은원,68743,한화,98,6,5,1,83.3,1,2
러프,67450,삼성,137,8,5,3,62.5,3,1
박한이,71432,삼성,114,8,5,3,62.5,2,0
김선빈,78603,KIA,127,5,4,1,80.0,6,1
유재신,76368,KIA,46,4,4,0,100,4,0
정훈,60523,롯데,91,6,4,2,66.7,2,0
김찬형,66917,NC,63,5,4,1,80.0,0,1
노진혁,62931,NC,125,7,4,3,57.1,6,0
박승욱,62802,SK,51,5,4,1,80.0,1,2
한동민,62895,SK,136,6,4,2,66.7,4,1
송광민,76753,한화,113,8,4,4,50.0,5,0
박경수,73113,KT,135,5,4,1,80.0,6,0
윤석민,74215,KT,132,5,4,1,80.0,3,0
최형우,72443,KIA,143,3,3,0,100,5,0
김동한,61204,롯데,55,4,3,1,75.0,3,0
문규현,72546,롯데,122,4,3,1,75.0,1,0
전병우,65586,롯데,27,3,3,0,100,0,1
스크럭스,67935,NC,142,5,3,2,60.0,7,1
이재율,66968,NC,33,4,3,1,75.0,0,1
박용택,72133,LG,134,6,3,3,50.0,7,0
채은성,79192,LG,139,4,3,1,75.0,1,1
오선진,78756,한화,56,3,3,0,100,0,0
강한울,64610,삼성,83,7,3,4,42.9,2,0
박찬도,62409,삼성,54,6,3,3,50.0,0,0
손주인,72456,삼성,98,3,3,0,100,1,0
강백호,68050,KT,138,8,3,5,37.5,9,2
정현,63450,KT,65,3,3,0,100,3,1
황윤호,62908,KIA,82,4,2,2,50.0,2,0
김재환,78224,두산,139,2,2,0,100,3,0
모창민,78813,NC,81,5,2,3,40.0,3,0
손시헌,73213,NC,67,2,2,0,100,0,0
윤정우,61652,SK,22,3,2,1,66.7,0,0
최항,62884,SK,98,4,2,2,50.0,3,0
박지규,65136,LG,26,2,2,0,100,1,0
양석환,64153,LG,140,4,2,2,50.0,5,0
서건창,78168,넥센,37,2,2,0,100,0,0
송성문,65357,넥센,78,6,2,4,33.3,2,0
초이스,67394,넥센,96,3,2,1,66.7,0,0
이원석,75566,삼성,128,3,2,1,66.7,5,0
최영진,61197,삼성,61,6,2,4,33.3,2,1
송민섭,64012,KT,47,3,2,1,66.7,0,0
이진영,99810,KT,110,3,2,1,66.7,6,0
이범호,70756,KIA,101,1,1,0,100,3,0
이영욱,78467,KIA,14,1,1,0,100,2,0
최정민,62893,KIA,57,4,1,3,25.0,1,1
국해성,79290,두산,14,1,1,0,100,1,0
오재일,75334,두산,123,2,1,1,50.0,4,0
이병휘,67207,두산,28,2,1,1,50.0,1,0
최주환,76267,두산,138,1,1,0,100,5,0
파레디스,68244,두산,21,1,1,0,100,0,0
김문호,76509,롯데,46,1,1,0,100,2,1
신본기,62556,롯데,139,6,1,5,16.7,5,0
황진수,78566,롯데,18,1,1,0,100,0,0
권희동,63963,NC,104,4,1,3,25.0,4,0
김태진,64984,NC,20,3,1,2,33.3,1,0
박석민,74465,NC,103,1,1,0,100,3,0
박헌욱,62921,NC,10,1,1,0,100,0,0
윤병호,62016,NC,14,1,1,0,100,0,0
이우성,63260,NC,71,3,1,2,33.3,2,0
이종욱,73339,NC,43,2,1,1,50.0,1,0
정범모,76720,NC,103,1,1,0,100,2,0
지석훈,73306,NC,67,1,1,0,100,1,0
강승호,63123,SK,69,2,1,1,50.0,5,0
이성우,71184,SK,88,1,1,0,100,1,0
정의윤,75151,SK,73,2,1,1,50.0,1,0
김현수,76290,LG,117,4,1,3,25.0,5,0
김민성,77564,넥센,128,1,1,0,100,1,0
이택근,73342,넥센,104,1,1,0,100,2,0
장영석,79334,넥센,93,1,1,0,100,0,0
주효상,66354,넥센,80,3,1,2,33.3,2,0
강상원,66710,한화,6,1,1,0,100,0,0
김회성,79705,한화,58,1,1,0,100,1,0
양성우,62797,한화,73,2,1,1,50.0,1,1
장진혁,66706,한화,50,3,1,2,33.3,2,0
지성준,64717,한화,99,1,1,0,100,2,0
배영섭,79465,삼성,69,1,1,0,100,0,0
김지열,78753,KT,38,2,1,1,50.0,0,0
박기혁,70553,KT,98,1,1,0,100,2,0
오준혁,61743,KT,30,2,1,1,50.0,0,0
유한준,74339,KT,121,2,1,1,50.0,1,2
장성우,78548,KT,127,2,1,1,50.0,9,0
홍현빈,67005,KT,14,1,1,0,100,0,0
김석환,67610,KIA,1,0,0,0,-,0,0
김세현,76350,KIA,5,0,0,0,-,0,0
김유신,68659,KIA,2,0,0,0,-,0,0
김윤동,62648,KIA,2,0,0,0,-,0,0
김주형,74605,KIA,6,0,0,0,-,0,0
김지성,62007,KIA,1,0,0,0,-,0,0
나지완,78629,KIA,114,0,0,0,-,1,1
류승현,66615,KIA,35,0,0,0,-,1,0
문경찬,65643,KIA,7,0,0,0,-,0,0
박준태,64657,KIA,85,2,0,2,0.0,0,0
백용환,78643,KIA,34,1,0,1,0.0,1,0
서동욱,73606,KIA,32,0,0,0,-,0,0
신범수,66662,KIA,19,0,0,0,-,0,0
심동섭,60636,KIA,1,0,0,0,-,0,0
유민상,62265,KIA,31,0,0,0,-,1,0
유승철,67640,KIA,5,0,0,0,-,0,0
윤석민,75620,KIA,1,0,0,0,-,0,0
이민우,65616,KIA,1,0,0,0,-,0,0
이인행,60648,KIA,4,0,0,0,-,0,0
이창진,64560,KIA,20,1,0,1,0.0,0,0
임기영,62754,KIA,2,0,0,0,-,0,0
임기준,60634,KIA,4,0,0,0,-,0,0
임창용,95657,KIA,1,0,0,0,-,0,0
정성훈,99606,KIA,88,1,0,1,0.0,1,0
팻딘,67645,KIA,2,0,0,0,-,0,0
하준영,68639,KIA,1,0,0,0,-,0,0
한승택,63722,KIA,61,0,0,0,-,1,0
한승혁,61666,KIA,1,0,0,0,-,0,0
헥터,66643,KIA,1,0,0,0,-,0,0
홍건희,61643,KIA,1,0,0,0,-,0,0
홍재호,60605,KIA,56,0,0,0,-,0,0
황인준,65618,KIA,5,0,0,0,-,0,0
김민혁,65269,두산,22,0,0,0,-,0,0
김인태,63257,두산,46,0,0,0,-,0,0
김정후,61962,두산,2,0,0,0,-,0,0
박성모,68201,두산,1,0,0,0,-,0,0
반슬라이크,68245,두산,12,0,0,0,-,0,0
백민기,63559,두산,23,0,0,0,-,1,0
변진수,62263,두산,1,0,0,0,-,0,0
신성현,64086,두산,16,0,0,0,-,0,0
양종민,79530,두산,21,0,0,0,-,0,0
유재유,66160,두산,1,0,0,0,-,0,0
이영하,66291,두산,1,0,0,0,-,0,0
이현승,76329,두산,1,0,0,0,-,0,0
이흥련,63440,두산,7,0,0,0,-,1,0
장승현,63202,두산,20,0,0,0,-,0,0
전민재,68205,두산,12,0,0,0,-,1,0
함덕주,63248,두산,3,0,0,0,-,0,0
황경태,66207,두산,27,1,0,1,0.0,1,1
구승민,63543,롯데,1,0,0,0,-,0,0
김사훈,61591,롯데,56,0,0,0,-,2,0
나원탁,67454,롯데,20,0,0,0,-,0,0
나종덕,67539,롯데,106,0,0,0,-,0,0
노경은,73211,롯데,1,0,0,0,-,0,0
박헌도,79356,롯데,15,0,0,0,-,0,0
손승락,75321,롯데,1,0,0,0,-,0,0
안중열,64022,롯데,60,0,0,0,-,0,0
오윤석,64504,롯데,13,0,0,0,-,1,0
윤성빈,67588,롯데,1,0,0,0,-,0,0
이대호,71564,롯데,144,1,0,1,0.0,7,0
이병규,76100,롯데,103,0,0,0,-,0,0
장시환,77318,롯데,1,0,0,0,-,0,0
조정훈,75537,롯데,1,0,0,0,-,0,0
조홍석,63593,롯데,39,2,0,2,0.0,1,0
진명호,79545,롯데,1,0,0,0,-,0,0
채태인,77463,롯데,130,0,0,0,-,4,0
한동희,68525,롯데,87,1,0,1,0.0,0,0
허일,61566,롯데,9,0,0,0,-,1,0
강구성,62917,NC,4,0,0,0,-,0,0
강민국,64906,NC,6,0,0,0,-,0,0
강윤구,79358,NC,3,0,0,0,-,0,0
강진성,62925,NC,45,0,0,0,-,1,0
김종민,79364,NC,6,0,0,0,-,0,0
김진성,75867,NC,2,0,0,0,-,0,0
김철호,68906,NC,1,0,0,0,-,0,0
김형준,68912,NC,60,0,0,0,-,0,1
도태훈,66965,NC,26,0,0,0,-,1,0
박광열,64944,NC,27,0,0,0,-,1,0
박진우,63991,NC,1,0,0,0,-,0,0
배재환,64995,NC,1,0,0,0,-,0,0
신진호,67944,NC,20,0,0,0,-,1,0
오영수,68904,NC,11,1,0,1,0.0,0,0
유원상,76757,NC,1,0,0,0,-,0,0
윤수강,62537,NC,44,0,0,0,-,0,0
이민호,62929,NC,5,0,0,0,-,0,0
이원재,62025,NC,77,2,0,2,0.0,1,0
이인혁,68901,NC,2,0,0,0,-,0,0
임창민,78352,NC,1,0,0,0,-,0,0
정수민,66960,NC,1,0,0,0,-,0,0
조원빈,66992,NC,2,0,0,0,-,0,0
최준석,71552,NC,93,0,0,0,-,0,0
강지광,79130,SK,1,0,0,0,-,0,0
박성한,67893,SK,42,0,0,0,-,0,0
박정권,74846,SK,14,0,0,0,-,0,0
박정배,75250,SK,4,0,0,0,-,0,0
박희수,76858,SK,2,0,0,0,-,0,0
신재웅,75138,SK,3,0,0,0,-,0,0
안상현,66864,SK,1,0,0,0,-,0,0
윤희상,74838,SK,1,0,0,0,-,0,0
이대수,72860,SK,4,0,0,0,-,0,0
이윤재,61865,SK,1,0,0,0,-,0,0
이재원,76812,SK,130,0,0,0,-,4,1
조용호,64868,SK,16,1,0,1,0.0,0,0
최승준,76158,SK,27,0,0,0,-,0,1
허도환,77243,SK,23,0,0,0,-,0,0
김기연,66112,LG,2,0,0,0,-,0,0
김재율,61114,LG,25,0,0,0,-,0,0
문선재,79113,LG,2,0,0,0,-,0,0
문성주,68119,LG,5,0,0,0,-,1,0
백승현,65109,LG,5,0,0,0,-,0,0
서상우,62164,LG,51,1,0,1,0.0,0,0
안익훈,65115,LG,62,1,0,1,0.0,2,0
양원혁,64117,LG,7,0,0,0,-,0,0
유강남,61102,LG,132,0,0,0,-,4,0
윤대영,63905,LG,11,0,0,0,-,1,0
윤진호,79198,LG,102,1,0,1,0.0,1,0
임훈,74823,LG,54,0,0,0,-,0,0
장시윤,63360,LG,8,0,0,0,-,0,0
정상호,71842,LG,70,1,0,1,0.0,1,0
홍창기,66108,LG,12,1,0,1,0.0,1,0
김성민,67828,넥센,1,0,0,0,-,0,0
김재현,62332,넥센,116,0,0,0,-,3,0
김종덕,66392,넥센,3,0,0,0,-,0,0
김지수,79300,넥센,47,1,0,1,0.0,0,0
김태완,76746,넥센,29,0,0,0,-,0,0
박동원,79365,넥센,39,0,0,0,-,0,0
박병호,75125,넥센,113,1,0,1,0.0,3,0
박정음,62353,넥센,16,0,0,0,-,0,0
브리검,67313,넥센,1,0,0,0,-,0,0
샌즈,68345,넥센,25,1,0,1,0.0,1,0
예진원,68330,넥센,5,0,0,0,-,1,0
조상우,63342,넥센,1,0,0,0,-,0,0
허정협,65399,넥센,25,0,0,0,-,0,0
홍성갑,61366,넥센,6,0,0,0,-,0,0
김인환,66715,한화,4,0,0,0,-,0,0
김창혁,60184,한화,6,0,0,0,-,0,0
김태균,71752,한화,73,1,0,1,0.0,5,0
김태연,66704,한화,24,1,0,1,0.0,0,0
박준혁,64724,한화,4,0,0,0,-,0,0
백창수,60100,한화,70,0,0,0,-,3,0
송창식,74731,한화,1,0,0,0,-,0,0
안영명,73738,한화,2,0,0,0,-,0,0
이도윤,65703,한화,2,0,0,0,-,0,0
이동걸,77452,한화,1,0,0,0,-,0,0
이동훈,66702,한화,28,1,0,1,0.0,1,0
장민재,79764,한화,1,0,0,0,-,0,0
정경운,66716,한화,22,0,0,0,-,0,0
최윤석,60805,한화,2,0,0,0,-,0,0
최진행,74729,한화,57,1,0,1,0.0,4,1
강민호,74540,삼성,129,0,0,0,-,4,0
권정웅,65412,삼성,6,0,0,0,-,0,0
김민수,64793,삼성,8,0,0,0,-,0,0
김성윤,67449,삼성,1,0,0,0,-,0,0
김응민,60288,삼성,1,0,0,0,-,0,0
김재현,64499,삼성,5,0,0,0,-,0,0
김호재,64407,삼성,10,0,0,0,-,1,0
백상원,60456,삼성,4,0,0,0,-,0,0
백승민,64410,삼성,14,0,0,0,-,0,0
송준석,64469,삼성,4,0,0,0,-,0,0
안주형,66406,삼성,15,0,0,0,-,2,0
이성곤,64266,삼성,9,0,0,0,-,0,0
이지영,79456,삼성,90,0,0,0,-,0,0
장필준,77927,삼성,1,0,0,0,-,0,0
정병곤,61104,삼성,6,0,0,0,-,0,0
정인욱,79440,삼성,1,0,0,0,-,0,0
조동찬,72466,삼성,28,0,0,0,-,0,0
최원제,77466,삼성,8,0,0,0,-,0,0
고명성,68069,KT,5,0,0,0,-,0,0
고창성,78248,KT,1,0,0,0,-,0,0
김동욱,77462,KT,11,0,0,0,-,0,0
김사율,99563,KT,1,0,0,0,-,0,0
김영환,63448,KT,4,0,0,0,-,0,0
김재윤,65062,KT,6,0,0,0,-,0,0
김진곤,63088,KT,19,2,0,2,0.0,0,0
남태혁,66052,KT,7,0,0,0,-,0,0
배정대,64166,KT,14,0,0,0,-,1,0
신병률,68067,KT,2,0,0,0,-,0,0
엄상백,65056,KT,1,0,0,0,-,0,0
오정복,79453,KT,5,0,0,0,-,0,0
이대형,73153,KT,1,0,0,0,-,0,0
이종혁,67066,KT,1,0,0,0,-,0,0
이준수,77654,KT,11,0,0,0,-,0,0
이해창,60343,KT,83,3,0,3,0.0,2,0
전민수,78361,KT,21,0,0,0,-,2,0
하준호,78517,KT,15,0,0,0,-,0,0
홍성용,75149,KT,1,0,0,0,-,0,0
